Platform Type	Center	Platform	Level	Sample	Barcode	File Name
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-B2-4098-01	TCGA-B2-4098-01A-01R-1188-07	US82800149_251976012283_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-BP-4162-01	TCGA-BP-4162-01A-01R-1188-07	US82800149_251976012284_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-B2-4099-01	TCGA-B2-4099-01A-02R-1188-07	US82800149_251976012285_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-BP-4163-01	TCGA-BP-4163-01A-01R-1188-07	US82800149_251976012286_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-B2-4102-01	TCGA-B2-4102-01A-01R-1188-07	US82800149_251976012287_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-CJ-4639-01	TCGA-CJ-4639-01A-01R-1188-07	US82800149_251976012288_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-CJ-4636-01	TCGA-CJ-4636-01A-01R-1188-07	US82800149_251976012289_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-AK-3426-01	TCGA-AK-3426-01A-01R-1188-07	US82800149_251976012291_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-CJ-4637-01	TCGA-CJ-4637-01A-01R-1188-07	US82800149_251976012292_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-CJ-4638-01	TCGA-CJ-4638-01A-01R-1188-07	US82800149_251976012295_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-BP-4164-01	TCGA-BP-4164-01A-01R-1188-07	US82800149_251976012296_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-B8-4143-01	TCGA-B8-4143-01A-01R-1188-07	US82800149_251976012297_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-BP-4167-01	TCGA-BP-4167-01A-01R-1188-07	US82800149_251976012298_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
Expression-Genes	UNC	AgilentG4502A_07_3	3	TCGA-CJ-4640-01	TCGA-CJ-4640-01A-01R-1188-07	US82800149_251976012299_S01_GE2_105_Dec08.txt_lmean.out.logratio.gene.tcga_level3.data.txt
