Hybridization REF	TCGA-BP-4163-01A-01R-1188-07
C1QTNF8	0.574
C17orf46	-0.26325
IFNA8	0.574
SPRR1B	-1.7416
FLRT1	-0.4075
SNX17	0.0938333333333333
ASB2	-0.0483333333333333
HBG1	-4.4635
RPRML	-1.91025
JOSD2	0.789
PLSCR3	-0.0975
SPOCD1	-1.20633333333333
RAB39	0.339
GHRH	-0.2475
ITIH5L	-0.5045
C17orf37	1.0555
SMCR8	0.444
DPY19L2P3	-0.51
IL11RA	-0.0518333333333333
GDF3	-2.4695
RPS6KB1	-1.30366666666667
DNAJC19	1.4017
TOP1	-1.4095
CRCT1	-0.626125
MPST	1.09375
DPM2	0.648875
FAM38B	-0.338
SLC18A1	-2.113
FARP1	0.442333333333333
PAX7	0.6095
TUBD1	-0.57375
GNL3	-1.889125
BTG2	0.750333333333333
NDUFS6	-1.13325
C1orf79	-1.42125
ERAL1	-0.501
ECHS1	1.30525
VPS4A	0.1235
CYP11A1	-0.61225
ABCC6	0.758857142857143
PBX4	-1.824
MOSC1	-0.941125
NCF4	0.9435
HYMAI	1.1145
NAGPA	-0.239625
OTOP2	0.56975
ACOT12	-0.61975
MTHFD2L	-0.61025
LOC441376	-0.428
C19orf34	0.1715
RAB1B	1.87475
ALDOAP2	0.7
NTRK1	-1.09866666666667
ARTS-1	0.2427
SLC6A11	-0.5385
NAP1L2	1.43375
CNGB1	0.170666666666667
EPB41L4B	-2.39716666666667
FAM134B	4.105
HS3ST3A1	-2.338
CPXM2	3.7605
SIRPB2	0.7695
CHORDC1	-1.8785
TRIB3	-1.5065
SLC2A5	2.85325
C2orf49	0.783833333333333
DDX5	-1.48575
OR5L1	1.968
ANAPC4	0.051
ZSWIM1	0.06175
LOC93622	-1.137875
KCNK3	0.2779
RP11-35N6.1	-2.4945
ZFP161	0.338666666666667
AQP9	5.65425
SLC15A2	-0.802
MREG	-1.8165
OR9I1	0.778
PDLIM2	0.441625
ADAM7	0.609
GSTCD	-0.711833333333333
WDR21A	-0.502875
SLC12A8	-0.5705
TMEM174	0.824
IGSF3	-0.874416666666667
LRRN1	-2.68875
LOC402117	0.2155
SRPK1	-2.04666666666667
LY6K	-1.705875
NFIA	3.173
PTCD3	-0.112125
LEP	0.728166666666667
PCDH21	0.3285
MAPKAPK2	0.0518571428571429
NMNAT1	0.0923333333333333
LHFPL2	0.5785
C9orf43	0.16875
DIP2A	-1.22233333333333
ACTR8	-0.18475
CCDC34	-0.5665
PTPN22	-0.770625
ITGA3	0.09875
FAM129C	-0.43725
RABGGTA	-0.740666666666667
UNC45B	0.8185
KIAA1033	1.429625
ZNF510	-0.0120000000000001
CYP2D6	-0.149166666666667
SLC26A10	-0.969
STX8	1.4355
LUZP1	-0.084
WDR89	-0.0541666666666667
EIF4G3	-0.5734
C5AR1	1.079
ZNF623	-0.8495
A2M	1.43925
TGM7	0.3855
GRPEL1	-0.15
LMNB2	-2.2344
ROCK2	-0.066
SNX16	0.079125
CCDC66	-1.45575
ANXA3	0.973
KIAA1609	0.099625
EED	-0.84175
RNF32	1.23033333333333
HES1	0.4501
CLC	0.221166666666667
ISL1	-0.752333333333333
KIAA0528	0.39
MANEA	1.34075
C1orf61	-1.605
hCG_2001000	1.4965
RAPGEF6	-0.3073
KIAA0020	0.1545
NEIL1	0.2545
C16orf45	-1.300625
RBM10	-1.21283333333333
C10orf125	1.7485
MRS2L	0.12925
DNAH17	-1.473
C19orf10	-0.70025
C1orf160	1.40575
SLFN12	1.8185
EXOC3	0.5935
HIST3H3	-0.46325
NCOR2	-0.5955
TNFRSF9	-0.08925
MFSD8	0.45625
ALX1	-2.40516666666667
NOL1	-1.503
PODN	1.27
TIAL1	-0.56
HIST1H1E	1.32875
NPY6R	0.7535
TM4SF4	1.23775
CORO2A	-1.19825
ETNK2	-0.575666666666667
APOE	2.448
ANGPT4	0.5685
HDGF2	-1.54375
G30	0.6855
ST8SIA4	0.702625
F2RL1	1.339375
FAM19A4	-4.644
CCAR1	-1.5315
B3GNT7	0.48425
OPHN1	-0.9929
DSCR6	-1.8385
C21orf13	0.857333333333333
GAS2L1	0.160416666666667
RFX3	-0.4215
COPS4	0.0535000000000001
BCHE	-3.3775
BCL2	2.608
HBZ	-2.0325
ARL13B	0.766375
MAPBPIP	-0.164
MYO15B	1.5295
SPZ1	0.0213333333333333
KIAA1324	-3.50888888888889
PLCL2	0.877375
C4orf29	-1.17975
WDFY2	-1.161625
ZNF284	-1.1795
NAALADL1	0.367
DUSP5	-0.806333333333333
PXDN	-0.773
SLMO1	-1.3215
TNXB	1.0696
BIRC7	-0.22625
A4GALT	1.70733333333333
TIMM22	0.48475
FAM110C	1.64475
TOMM34	-0.911625
ABHD9	1.259
ADAM32	1.369
CRHBP	0.8645
AQP2	1.21175
LOC130355	1.771
ZNF187	1.02566666666667
ZNF816A	0.944
F7	-1.340875
CNOT1	-0.6188
SLC13A4	-0.4455
ZBTB11	-0.229
B3GALT5	0.28525
EXOC2	-1.03716666666667
IRS1	-2.3937
TMEM1	-0.596
MRPL34	-0.0516666666666667
SAMM50	-0.3065
CDC42EP3	-0.31425
HSF2	-1.4902
MFN2	-1.578
TSPAN7	-0.595833333333333
NUCB1	0.940166666666667
RHOH	-1.1745
ARL16	0.4965
TACR1	-0.12125
SFRS5	-1.92483333333333
SNX25	-0.815625
RHBDF1	-0.838166666666667
PCDH18	0.279166666666667
HMG1L1	-0.936
MYO5C	-1.193375
MAPK10	1.75
LDHAL6A	0.111333333333333
NUDT12	0.4055
NCAM1	-0.332
GLIS2	2.0895
GGTL4	2.09525
DAPP1	0.02875
ATF7	0.574
KIAA0748	-1.10325
NFIL3	1.09825
TM6SF1	0.9256
SEZ6	0.3275
NANOS3	0.346166666666667
DNAJA3	-1.26283333333333
CLDN6	-1.59
CIITA	2.6379
EPHA4	-0.749666666666667
FANCC	0.202
CMTM3	0.358
PSG3	-0.675285714285714
MRPL15	-0.049
C21orf59	-0.402
PLCXD2	0.30325
C2orf34	-0.46675
UBE2L6	1.427375
MED14	-0.211
HP1BP3	-0.3812
C6orf208	0.2625
TPBG	-0.8745
OSR2	-0.331875
XPC	-0.823833333333333
KLHL7	-0.746
CCR3	-0.626
AGTPBP1	-0.4655
PCSK6	-1.43166666666667
STAT5A	-1.1896
FAM18B	-0.274
LONRF2	-3.65883333333333
PTPN2	0.246125
SF3A3	-0.512666666666667
EFCBP2	0.68175
HCFC1	-1.93383333333333
AHNAK	-0.68665
ACTR5	-1.5305
KIF14	-3.43914285714286
TENC1	0.976
HEATR5B	-0.2975
YIPF2	0.923166666666667
MYEOV2	0.877
DUSP18	0.8295
KIAA1012	0.595
AHR	-0.154
C17orf53	-1.60516666666667
PTPRH	-2.4725
ATP6V1C1	0.5455
TAS2R3	0.113
LOC440356	-0.91925
COQ10B	0.59175
PSMF1	0.462416666666667
SORBS2	3.05633333333333
NFE2L2	0.2885
TMCO7	-0.233
SH3PXD2A	-1.5729
SH2D2A	-0.94225
SPINK5	-3.709
MRPS24	-0.45025
OPA3	1.16675
TRAF7	-0.242666666666667
C4orf35	0.505166666666667
MT1G	1.75325
MGC39545	0.23075
HS1BP3	0.994
OR2B2	0.424
CHRM4	0.5705
SFRP2	-2.78866666666667
RIC3	0.51
ART1	-0.278
C6orf1	0.171
DUS4L	-1.44875
C10orf104	0.943
TNFAIP6	4.15525
RTEL1	-1.148
CCT4	-0.6515
ZNF709	0.0935
CHMP6	0.978833333333333
UPP2	1.3225
CYP19A1	-1.743375
CD151	-0.342166666666667
NDUFA13	0.295166666666667
ARFRP1	-0.926
FAM26B	1.63975
CRYBA1	-1.24
MRPL41	-0.135166666666667
NPFFR2	-2.29025
HRH2	1.255
SCAMP3	-0.489833333333333
MTMR6	1.2191
MTG1	-0.4195
UBTD1	0.6405
CRABP1	-2.1685
FLJ33790	-0.9315
KIAA1908	-1.08833333333333
GPR158	-3.23675
PACSIN3	-2.06316666666667
OMD	1.66216666666667
CATSPER1	1.053
HOXB8	1.2605
FBXO46	0.16
OAS1	1.824
SVIL	-0.54025
PHB2	0.06225
ADCY3	-0.4725
NDRG2	0.498166666666667
ERMAP	0.6154
APBA2	-1.24333333333333
IGSF9	-1.22125
WNT6	0.854071428571429
MYCBPAP	-0.9285
ATP2B2	-0.3342
CPVL	1.6594
TRAM2	-0.881
NOP5/NOP58	-1.30225
ZNRF4	0.41075
TLK1	-0.085625
MTMR12	-0.0820714285714286
ZNF384	-0.5955
FAM9B	-2.7215
RPN1	0.7479
PMVK	-0.5625
EIF3D	-0.4013
SIX2	-0.75675
HPS1	0.6965
RNF7	0.7765
PSKH2	0.644
KCTD13	-0.455666666666667
CSMD3	-0.6233
FBF1	0.221
IL8	-1.926375
SERPINB13	0.585083333333333
FBXL20	0.08025
BLR1	0.3255
SH2B1	-0.833333333333333
RFNG	-0.427
RAB20	1.28
RBM7	1.25175
POLR1A	-0.579166666666667
TMPRSS4	-1.363
TAF9	-0.854875
TERF2	-0.479833333333333
TNFRSF1A	1.45925
ACADVL	0.137833333333333
GTF2H5	0.564
EDG8	0.719666666666667
C9orf140	-1.824
UST6	-0.06725
ZBTB8OS	-0.09525
ZNF710	-0.249
GPR174	-0.7835
ATP6V0A2	-0.00375
KIAA0319L	-0.652666666666667
XKRX	-0.389
DOPEY2	0.0546
SDHD	0.09825
SUMF1	1.43775
OSM	2.42525
OPN3	-1.24675
DAGLB	0.245166666666667
PPFIBP1	2.0262
TRIM63	-1.85075
C10orf53	-0.693
LYPD3	-1.76883333333333
BCL7A	-0.379
AGER	-0.463833333333333
TCF19	-1.382125
SAT2	0.595
PFTK1	0.81
GABRE	-1.693
C15orf38	1.3753
FIS1	0.6595
KCNV2	-0.731
CLPS	0.38075
PPCDC	-0.319
FOXN2	1.758
NT5E	-2.3204
CD83	1.04275
IL18	3.19375
VPS16	-0.14575
IGFBP2	-2.54516666666667
NOTCH2	-0.96
SIGLEC1	2.4265
CD93	5.2325
SULF2	-1.27125
CEP164	-0.9175
P53AIP1	-0.0131666666666667
TOR2A	0.252
ZNF136	1.10575
MGP	3.4698
CCDC144A	0.3655
TRPC1	1.83416666666667
SMS	-1.33233333333333
MAPK7	0.0606666666666667
RRAGC	0.571
PARD6A	0.712333333333333
NUB1	0.5635
SYNGR4	1.48575
OR11H12	0.1345
WIF1	0.514625
GCH1	-0.6035
OR11H4	-0.037
SLC44A5	-0.3225
GPRIN2	1.43083333333333
LOC401431	-1.67575
CPA4	-1.3648
MELK	-2.86111111111111
IL15RA	0.51
CUL3	1.3055
HMBOX1	-0.043
PODXL	-1.54725
CCT6B	0.608166666666667
COMTD1	0.6195
MUC20	0.729666666666667
GPX2	-2.346125
ITK	-0.7805
FBXL5	4.4615
C13orf27	0.883
DEFA5	1.396
TRHDE	0.003
MTP18	2.26733333333333
UQCRQ	0.9042
ITGB2	1.91733333333333
CSRP2BP	-0.50875
TAS2R44	1.5575
PHPT1	0.95475
FAM44C	1.28125
ERH	-0.35475
MPHOSPH1	-2.33983333333333
MORC1	-0.3065
PARVB	-0.983
LAMA1	-1.58025
PGBD3	0.11175
GIMAP6	6.014
AREG	-5.31466666666667
LIPT1	1.308
MGC99813	-1.23525
C1orf201	0.0263333333333333
GRIN2A	-0.62
MAN2C1	-0.624375
NSUN5	-0.72325
SF3B5	0.3805
MYC	-0.94875
NRXN1	-1.27408333333333
ZNF18	-0.186
SPDYA	-0.8565
SLC37A1	-0.362
DECR2	0.8385
ANKRD38	-0.6075
SPTLC3	-0.0661666666666667
SUPT16H	-1.737625
DTWD2	0.67875
ULBP1	0.412
ZADH1	-0.687333333333333
OIP5	-2.98875
IL10RB	1.05516666666667
OTUB2	-0.523875
VWA3A	0.194833333333333
SPIC	0.267
OR6C4	0.998
PSCD4	2.36233333333333
DPY19L2P2	-0.8285
TRAPPC6A	0.195
C21orf2	-0.9645
CEMP1	-0.119
LIN7B	0.189
E2F7	-2.79683333333333
VCP	-1.036875
LAMA3	-0.89075
BGN	2.538
GPR160	1.30316666666667
COCH	-2.40033333333333
GPR81	-0.283833333333333
APOBEC3F	-1.25425
tcag7.1017	-0.07825
C1orf32	0.5815
SCGB1D2	0.8985
FLJ43987	-1.219
C6orf170	0.04575
KLK9	0.8865
GPD1L	-0.725875
VPS37B	-0.13325
ATG3	-0.0408333333333333
ADAMTS17	-0.266
KLHDC2	0.568833333333333
NDUFV2	0.02975
BLK	-1.7185
MATN4	-0.9995
GPM6A	2.77575
GBP4	4.86333333333333
TMEM162	0.694333333333333
PKP2	-0.0165
HRASLS	-0.341777777777778
MMP1	-3.62975
SFXN3	0.4723
FSD1	-0.788833333333333
ST6GALNAC3	0.3305
CA12	3.4164
NCOA6	-0.99775
C19orf58	0.083
PPP4R1	0.126
MAN1A2	0.275
IKBKAP	-2.383
UPF1	-1.274
KIAA1219	-0.5305
WNT16	0.1752
SNW1	-1.028125
IL18RAP	3.42275
RPP30	0.524125
CDC40	0.230571428571429
SETD3	-0.0701666666666666
SLAMF6	0.0975
ELK4	-0.2405
TRIM47	0.0666666666666667
ACOX3	0.4515
TRIM6	1.30175
KIAA0372	-0.325833333333333
TP53AP1	1.441375
SMURF2	-1.177
ADAD1	0.2345
EBP	-1.6233
KRTAP13-2	0.082
FLJ36874	-1.44666666666667
TOR1A	0.099
P2RY4	2.5735
GPBP1	-0.39125
TRPV1	-0.526125
ADAMTS12	-0.719
PES1	-0.5222
ATG4A	1.07016666666667
MAGEA10	-2.634
WFS1	-0.56525
CC2D1B	-0.854666666666667
PABPN1	-0.59025
SLC25A30	1.54975
SLCO1C1	1.83933333333333
SLC22A5	2.4325
KIF23	-4.00666666666667
SYN2	-0.260166666666667
ASPN	6.02466666666667
CENTG2	-0.62625
QSOX2	-1.4795
FLJ10815	0.351666666666667
STK24	-0.299875
SPEG	-0.5462
STK10	-0.0731666666666667
DACT2	-2.4355
AAAS	-0.9805
SSX3	-1.4195
ABCD3	0.169
C4orf12	3.297375
PARVG	1.72983333333333
FIG4	0.60275
C9orf46	0.0155
TMCO6	-0.896
IGHMBP2	-2.019
DUS2L	-0.376
FAM3C	-0.94925
TMEM16D	-1.023
DCTN4	0.49175
KCNH3	0.54525
EIF2AK2	0.20475
AP1S3	-0.65275
CST4	-0.0665
PAM	1.704625
NUTF2	0.32425
CITED2	1.2085
SLC39A4	0.23375
C2orf52	-1.2595
GRM3	-0.08825
C12orf49	1.2625
CCDC49	0.0305
GRAMD1B	-0.74875
FNDC4	-1.58125
SIAH2	-0.068375
GDPD4	-0.42875
C21orf87	0.28525
ATP5A1	-1.03533333333333
C16orf63	0.28425
LOC388135	-0.613333333333333
ATP5J2	-0.3135
MMP3	-4.2295
EMID2	0.4195
CRHR1	0.77425
WDR70	-0.40875
C13orf31	1.42125
ZFAND1	1.3365
CCL18	6.29133333333333
C3orf49	-1.0285
RINT1	-0.106
KIAA0408	-1.9185
F13A1	6.2441
SLC10A1	0.0581666666666667
OGN	1.8765
GIPC2	2.21283333333333
XPO6	-1.265
LCE1A	1.0875
FMR1	0.5488
LOC374920	-1.0695
DUSP3	1.49625
ANKMY1	-1.181
C7orf50	-0.2205
BBS9	-0.0158
UNC119B	0.43275
C9orf72	0.2535
MGC35440	-0.25275
ENTPD6	-0.296
PPP1R2P9	-0.05125
ERCC4	0.4265
FAHD2B	-0.64
HMHA1	-0.8025
HACL1	-0.703
RAD23A	0.103666666666667
FAM83B	-2.23133333333333
PPP5C	-1.374
RNASEH2C	0.8965
C9orf153	-0.027
SCAMP4	0.060375
GHITM	0.5557
NDUFB7	1.350875
ADCYAP1	-0.2556
SP110	1.61833333333333
MAP3K7IP2	0.789
DHH	1.431
AGRN	0.568357142857143
WDR33	-0.410666666666667
CEP290	0.3145
PRPS1L1	-1.08
KLRA1	0.1065
GPR97	0.2785
CHD7	-1.36325
TLR10	1.673
SLC30A8	-0.675
HIC1	0.663666666666667
IAPP	0.363
RXFP4	0.66375
GP1BB	2.672
SHQ1	-0.08
NKX2-3	0.015
API5	-0.18875
FTHP1	1.456
MOV10L1	-0.0901666666666667
TRIM6-TRIM34	3.49533333333333
ADHFE1	1.31425
FAM117A	-1.161
DDI1	0.441166666666667
CDON	-0.776333333333333
TRIM73	-0.319
IGKC	2.753
MMP14	-0.178166666666667
DYNC1LI1	-1.072875
C11orf66	0.20175
TRBV3-1	-1.027
FASTKD5	-0.497
BIVM	1.662
LHX4	-0.135
CXCL2	-0.09
RAB2B	-1.07016666666667
IZUMO1	-0.7205
MAP3K15	-0.565
FAM19A2	1.90416666666667
ZC3H8	-2.12916666666667
ZMAT1	1.699625
SPINK5L3	-0.32325
SLC10A6	0.751
APPL2	0.325
CARD10	-0.181833333333333
LOC402176	0.987625
EEF1D	0.0248
RAB6A	0.6811
C12orf5	0.095
PAPOLG	0.5625
MSRB2	1.39125
BCR	-0.666166666666667
PUS3	0.52
TIAM2	-0.79525
ZNF317	0.215833333333333
CHD2	-0.622285714285714
FZD5	-0.334818181818182
NUDT8	-0.42975
ZNF763	-0.121
PRC1	-3.33311111111111
ABCB9	-0.425
SPATA3	0.22675
TRAK2	-0.15825
STAB1	4.16825
LRRTM2	-0.122333333333333
psiTPTE22	2.5215
DBI	0.50225
SERPINA11	-2.26975
NAT5	-0.0765
C20orf58	3.29575
RPS6KA4	0.547166666666667
FLJ90650	-0.95025
TGFBRAP1	-0.37875
CHRDL2	1.97575
FAHD2A	-0.617
CNTN1	-0.4665
BBS4	0.3196
TMEM181	-0.81925
MINPP1	0.32175
MPHOSPH6	-0.349833333333333
HOXC10	1.5508
ITPKB	-0.678625
CLPTM1L	-0.147
MEOX2	-0.327666666666667
ATP6V0C	0.6245
PRPF8	-0.9215
TMC5	0.0665000000000001
FKBP3	-1.23025
PLEKHB2	0.045125
OR4D6	0.386
ZNF544	-0.0678
D2HGDH	-0.18475
RPL18A	1.2952
HEL308	0.792375
MPP6	-0.4415
TCERG1	-1.56675
KRT16	-1.62766666666667
KLF17	-1.37725
KLF5	-0.675125
CDR1	3.522
VCX3A	-3.5305
FBLN2	-0.233875
C14orf104	-0.8215
HBE1	-3.6807
OR4S2	1.1615
C1orf108	-0.891
ROBO4	4.4615
CPEB4	1.932875
C11orf80	0.154333333333333
BCKDHA	1.264
MYOC	0.51
GIF	-0.178
CKMT1A	-1.3165
RPL3	0.6677
THBS1	1.421
APOO	-1.3235
ARMCX1	1.974
HSZFP36	0.65425
SNAPC5	-0.1235
EIF4ENIF1	0.97025
ZNF433	-1.298
TNFRSF21	0.795125
TMPRSS7	-0.118
SPATA18	2.9721
HPDL	-1.8805
MKL2	0.3838
TBX3	-1.44907692307692
C21orf93	0.5775
DAXX	-0.1385
ELMO1	0.945
RGS13	2.26616666666667
TAF11	-0.7205
UNC13A	-1.513
LOC653314	0.9955
ORC3L	0.09
IMAA	-2.655
TARBP2	0.526
CABIN1	-0.5083
TRIOBP	-0.070125
HIST1H2AC	1.8545
RGS22	-2.75966666666667
NCOA1	0.762
IL25	-0.2415
SNCG	1.093
GPR6	0.886
AMDHD1	1.43516666666667
CHEK2	-1.160125
C6orf142	4.629
DRD4	1.4655
C14orf68	-0.43575
GDF11	-0.612
SEMG2	-0.9825
CD247	-0.19
CDAN1	-1.16475
RBMX2	0.105666666666667
TGS1	-0.72425
OIT3	0.786
SYF2	0.1525
MCM4	-2.9115
PKHD1L1	-0.0765
CEP192	-1.382
IFT88	1.53475
RPL9	1.76935714285714
RAB32	2.108125
DDX43	-2.21275
P2RX2	0.8155
OR5D18	-0.244
UBE1	-1.40816666666667
SLC24A1	0.163125
ARHGAP5	-0.6075
CETP	2.576
KIAA1731	-1.06116666666667
SLC9A4	0.2805
PTPN6	0.815
BAHD1	-0.5685
GRIK3	0.0155
CACNB2	-0.374
PDE10A	-0.85375
DGCR14	-0.018
PCDHB9	-0.646833333333333
RHOQ	1.21066666666667
MAP3K4	-0.62025
KTI12	0.746166666666667
RPL23AP13	0.3015
GNG11	1.3985
CLCN3	1.07633333333333
GPAM	-1.660375
VSTM2A	1.7725
SLAMF7	2.7595
INTS2	-1.49025
PPP2CA	-0.2776
LRP12	-0.0592666666666666
SEC14L2	-0.239333333333333
DKFZP586H2123	3.6495
MC3R	0.384
CIRH1A	0.122166666666667
HIST1H2AB	0.791666666666667
POLH	-0.841
MGC16703	-1.53183333333333
SNAPC2	-0.6955
FILIP1L	0.405
RASGRP4	0.3175
LRRC1	1.40575
GAS1	-1.80825
PRAC	-0.4975
DGKA	-1.28833333333333
NT5C3	0.759
PEG3	-3.5125
NADK	-0.7525
PRR17	1.583
LOC374569	1.30175
SGSH	-0.111333333333333
NLRP8	-0.1085
GALT	0.1399
MCF2	-0.2085
ZNF263	-0.63125
TACSTD1	-2.54133333333333
TYR	-4.5392
ATP6AP2	-0.025
RNUXA	-0.302
ABHD10	0.7858
GDPD2	-0.60175
SLC35C1	-0.003
UBE2A	0.6545
HERC5	0.388333333333333
FAM112B	-3.159
FBXL16	1.599
DKFZP434A0131	-0.173
ELA3A	-1.4055
RBM41	0.69225
HAO2	1.5135
RNH1	-1.0505
SHANK2	0.293333333333333
OSBP2	-1.551
DAK	-0.877833333333333
C3orf58	1.62091666666667
TCL1B	-0.2125
KBTBD2	-0.123
SUGT1L1	-0.43925
UBE2E2	0.199666666666667
MYL9	2.8965
CDC23	-1.02166666666667
PBXIP1	0.2245
CXorf40B	0.3785
NBL1	1.56475
RTBDN	1.031
RAB11FIP5	-0.190875
TTTY13	-0.443
SCOTIN	-0.5235
SOHLH1	0.117666666666667
CDKN1A	0.447071428571429
NCK1	2.39825
ZNF550	-1.16925
SAPS3	-0.173583333333333
SPIN3	-0.097
MAGEE2	-0.201
MIS12	-0.3165
OR8H2	0.037
KIAA0774	-1.4925
UNC5D	-0.3465
CUL7	-0.6795
LIPC	0.256666666666667
DIO1	-1.38525
C20orf11	-0.8027
CTRL	-0.62725
HS3ST2	3.37125
PAK4	1.1295
CCRL1	6.5925
RNF10	-0.143875
ZNF567	0.69825
ZNF660	-0.092
TCEAL3	-0.90125
MAGOH	0.749
CENPB	0.0511666666666667
C19orf7	0.052625
LOC388965	1.351
ZCCHC13	0.7595
JMJD1A	-0.528
HIST1H4H	0.6845
TBRG1	-0.3884
GPC3	-3.45025
TAF1C	-0.594875
EBNA1BP2	-1.16466666666667
CIAPIN1	0.16325
PDGFRA	-1.42383333333333
CSTB	-0.63575
CENPI	-2.95783333333333
GTF2E2	-0.6405
RPP21	0.0875
CCNF	-1.59066666666667
KCNQ3	0.4195
FAM79A	1.1875
SLC22A12	0.8685
NOVA1	-1.20316666666667
FZD3	-0.2329
AKAP8	-1.0265
SOCS5	0.08625
CFDP1	-0.64775
DLG5	-1.559
PGM5	1.72116666666667
C1orf144	1.47933333333333
HDAC10	-0.908
RND2	-0.8205
C20orf199	0.4485
RNMT	-0.23225
SLURP1	0.870375
ASTN1	-0.61375
SH3BGR	1.228
MYCL1	-1.449625
ZHX1	0.1725
CENPK	-3.2235
FOSB	0.5122
LOC643406	0.285875
C2orf59	-0.530625
TMEM135	0.30625
SLC27A2	0.07575
KRT33A	-2.936
OVOL1	-0.808375
PAMCI	-1.95666666666667
S100A7	-1.369
ZNF789	-1.2745
HARS2	-0.3075
RPL23A	0.239666666666667
TCF23	-0.41425
UPF3B	-2.559875
C17orf78	-0.061
HLA-DOB	0.671166666666667
C14orf142	0.0221666666666667
TEKT5	-0.536333333333333
DMWD	1.02
POLD1	-1.37283333333333
GSCL	0.071
CALD1	0.9021
SCRT1	1.61266666666667
AIG1	2.79775
UNC84B	-1.17775
ZNF404	-1.69725
TMED6	2.914
KIAA1462	-0.0695
LRRC27	1.21033333333333
PYGO1	-1.401
PIGU	-0.740833333333333
ALAS2	-2.01033333333333
WRNIP1	-0.32325
CNNM3	-0.6535
ZNF2	-0.65225
ST3GAL5	-0.501916666666667
MRPL23	1.078
TSSK6	0.04425
PSMA6	-0.587
C16orf70	-0.498
KIAA1602	-0.1015
ALMS1	-0.795333333333333
DCN	-0.294875
TMEM132D	-0.1055
SUCLG2	-0.51875
ABHD14A	0.12375
DEXI	-0.0838333333333333
AMPD2	-1.27116666666667
IFNAR2	1.74866666666667
CYB5A	3.2214
TLOC1	1.34815
NXF5	-0.496833333333333
NRBF2	0.518875
KCTD3	0.961
ITGAE	-0.983333333333333
SLC30A3	-1.32716666666667
ZRF1	-2.379
IFRD2	-0.76575
XAB1	0.71175
PYCR2	-1.27216666666667
SERPINB3	-3.6995
TMLHE	0.594
GEFT	-0.72325
ABCA5	-0.2815
EMR4	0.0185
TSFM	0.05825
HIST3H2BB	0.32825
ARHGEF19	-1.0395
TSPAN17	0.840666666666667
ABCC8	-0.72475
MAP1S	-0.4895
C22orf36	1.47675
BNC2	0.749785714285714
HIST1H4A	-0.60875
NDUFS3	-0.0291666666666667
WDR3	-1.011
XKR4	-0.264
TTC33	0.372714285714286
STMN2	1.63275
CPN2	-1.08566666666667
HSPC105	1.5775
PCOLCE2	-2.2615
C3orf55	1.477
KLHDC9	2.24316666666667
TBC1D23	1.517375
ATXN2L	-1.11791666666667
MAP2K3	-0.32175
SCAP	-1.276
ZNF486	-0.0958333333333334
C20orf96	0.52075
NARS	-0.498
ADAMTSL1	-1.2415
PRCC	-0.2725
CCDC126	0.639583333333333
ZNF675	-1.24375
CALCOCO1	0.85475
ANKRD43	-0.48075
CWF19L2	0.773666666666667
ZBTB32	0.706833333333333
BRAF	0.14475
ODF4	0.81325
MGC14376	0.997333333333333
HORMAD1	-1.9665
AAK1	0.316833333333333
PEBP1	0.634083333333333
TNFSF5IP1	0.266
DKFZp564N2472	0.79425
RMND1	1.246875
IGKV1-5	4.1135
COL1A2	-0.00716666666666661
SERPINA5	-3.0735
AANAT	1.1545
C19orf21	-1.35466666666667
GEMIN5	-0.6105
UBR4	1.09533333333333
LTBP3	0.21
AMHR2	-1.82383333333333
PROCR	0.30425
MYBBP1A	-1.49325
C20orf39	2.03133333333333
ZNF697	-0.6375
PASK	-1.7219
ZNF776	0.259333333333333
RFXDC2	-0.311625
KIAA0467	-0.42125
C10orf96	-1.95025
ZNF503	-0.53125
GULP1	-1.30058333333333
KCNE4	0.617
DKFZp434K191	-2.175375
LOC196913	0.196
BHLHB4	2.6805
CH25H	0.18975
LOC81691	-1.42933333333333
ALPL	-0.460857142857143
COL12A1	-1.114375
FOLR3	0.720333333333333
GPR123	0.02175
TRIM62	-0.346928571428571
ABLIM1	0.395666666666667
MAST3	-0.811
RHBDD1	0.756
LOC338809	0.252
RYBP	-0.10675
TTC26	0.068125
ZNF22	0.5625
ISCA2	-0.01075
RDM1	-2.71075
PIGM	0.14575
GNB3	-0.7085
ACTR2	-0.0997
HMGB1	-0.2365
EDG1	4.58516666666667
SOAT2	-2.2625
OR10AD1	0.139
RAP1GDS1	0.6205
LCE1F	0.6105
ESM1	2.868625
RCN3	0.33125
CREBL1	0.1925
DBNL	-0.1145
PTGER3	3.070875
USP30	0.542666666666667
BCL2L12	-0.599666666666667
KIF26B	0.50225
ZNF416	1.14075
ZNF225	-1.072
C17orf70	-0.97575
ZNF554	0.15425
RAE1	-1.06816666666667
TNIK	-0.388
ACTN3	-0.765
MGC45922	3.0785
CCNA1	-1.29583333333333
RYK	1.23883333333333
IL26	0.321
LRP3	1.5575
QARS	-0.8615
SOX7	0.786357142857143
BID	0.638875
OR2S2	-0.188
CXCL14	5.67175
C11orf47	-0.5585
MGC29891	0.295333333333333
HSPB8	4.5525
PRDM14	-1.3065
NUFIP2	-0.198
MNAT1	-0.886375
ZDHHC2	1.61066666666667
MBNL2	1.075375
ADD3	0.985375
CSNK2A1P	-0.6615
KLK6	-1.59016666666667
TMEM111	-0.1261
KIAA1279	-0.3455
NUBP2	0.352
RAB42	0.80425
ID3	1.5719
