Hybridization REF	TCGA-BP-4164-01A-01R-1188-07
ALDH1B1	-0.0891666666666667
CCDC100	1.0959
ARMC4	-3.321
FAM18B2	0.10275
SLC44A1	0.17525
FBXO17	2.403
C6orf107	-0.54675
C19orf29	-0.87625
ZC3HAV1L	1.02325
PARP6	-0.2734
SULT2A1	-5.007375
C1orf159	-0.831
TMC1	0.541666666666667
CHST14	-0.139125
GAMT	0.862
SMCP	-0.3405
TSPAN33	2.47041666666667
MIDN	1.0365
NOX4	5.657
RNASEN	-1.3028
TBX1	-3.0212
SALL2	-0.99875
C10orf35	1.05025
CYP2E1	-0.6625
LRFN2	-0.972166666666667
ACO1	-0.700166666666667
IQCG	0.5316
MEGF9	1.1455
TM7SF4	0.81
PLEKHA1	3.0086
STK33	-3.15725
C1orf210	3.12275
SNUPN	-0.1148
KIAA0406	-1.3149
C20orf29	0.28425
TMEM55B	-0.1565
OSTM1	-0.0344375
CLCN7	-0.15325
OTP	-0.13375
FLJ23049	-0.94175
HEATR4	-0.372
MAP3K10	1.671
PCDHGA9	0.1145
AMDHD2	1.205
LCTL	-2.6135
PDCD2L	-1.029
CABLES2	-2.3235
SLC5A9	0.89925
CLCA2	-3.499
MGC16025	-0.4425
STRAP	-1.01983333333333
C20orf196	0.8605
RRBP1	0.200833333333333
NAT13	-0.72675
MAT2B	1.007625
CSNK1D	-0.146
KIR3DL1	0.816
PRKAG3	0.1325
ZNF599	0.6285
PRM3	0.7855
PER2	2.35566666666667
ASPHD1	0.2
PRMT6	-0.0775
KCNE1L	-0.365142857142857
FAM118A	-0.431166666666667
TAF4	-0.69875
NDUFB6	0.1245
TRIM9	0.649083333333333
PMFBP1	-1.4885
KY	-1.165
DKFZp762E1312	-3.49563636363636
CSMD1	-1.45375
TBP	-0.227833333333333
OR1Q1	0.43
RETNLB	0.13025
HPGD	0.662714285714286
DNAJC12	-3.50216666666667
FKBP1B	-1.08925
ANKRD24	0.430166666666667
CXXC5	1.91783333333333
IL3	-0.175875
DRAM	3.2333
PTCH1	-0.46875
TP53BP1	-1.13875
SLC17A7	0.33575
COL25A1	-1.6233
AMACR	2.24283333333333
RHCG	-0.6985
VPS13A	0.579333333333333
FAM55D	2.927
PRPF38B	-0.737333333333333
OSBPL6	-3.255
PFDN5	2.0622
CMTM6	-0.187375
KCNK12	-1.341
RP2	0.481
C16orf52	-1.35425
PICK1	-0.094
IFNE1	-1.50566666666667
SEMA4B	0.4535
TYRO3	-2.83875
OR12D2	0.2325
CSNK1A1	0.0213
FANCF	1.037
LONP2	-0.025125
TBL1Y	1.3945
LDOC1L	-0.280625
CCNC	-0.05125
C3orf60	0.04025
CHKA	-1.8415
UBAP1	0.0685
MAP3K1	0.49
ANKRD9	-1.445
FAM92A1	-0.0778333333333333
GAB2	0.29675
AZU1	0.05
DIS3	0.650583333333333
C21orf109	-0.95525
IQCB1	0.18325
SPATS2	-0.6455
EFCAB3	1.59175
PRB3	-0.13975
FUZ	-0.142
ZNF813	0.156375
BMPER	-1.10683333333333
HEG1	-0.382125
ALS2CR11	-1.98925
SURF2	0.114
PSMC1	-0.0529166666666666
OR2D2	-0.4525
SLC7A8	-0.786166666666667
C4orf40	-0.11
SPATA7	1.20725
MAZ	0.37025
PIN4	0.17525
PDE1A	0.15625
TAF6L	-0.165166666666667
OR2T34	0.502
KIAA0284	-1.25225
ACADS	1.71781818181818
MKRN2	-1.9565
C18orf56	1.21575
MS4A6E	0.283666666666667
GALNT4	1.2563
C22orf31	-0.0455
FLJ36070	0.318
PSME4	-1.13675
TFG	-0.0604
EPHX2	1.982
ANXA5	0.49825
KRTAP1-1	-0.480777777777778
BATF	-0.5155
KARS	-1.01675
MSTP9	-1.5845
GPR26	-0.20825
CCDC72	-1.073
TEF	1.12216666666667
FOXK1	-0.6692
PRLHR	0.2815
EMX1	4.0405
C11orf30	-0.51825
ICK	-0.180125
THSD7B	0.34525
C21orf100	-1.267
DUOX1	-0.119
EFCAB4B	-1.127
UBE2G2	0.322333333333333
C3orf54	1.01375
PARP1	-2.581
FAM60A	-0.714833333333333
C6orf146	1.37075
OR9K2	0.33
DDX55	-1.0495
RPS15	0.37125
ZNF618	0.4161875
DKFZp686D0972	0.23
SSPO	-0.9785
SHFM3P1	-0.857166666666667
CPA6	0.7625
JAG2	0.2865
DEFA3	1.4445
PPBPL2	0.121833333333333
CD34	4.536875
SLCO4A1	-0.977375
AFG3L1	-1.24566666666667
SHD	-1.0085
RP13-122B23.3	-1.32016666666667
PRKCSH	-0.892333333333333
DPH5	0.163166666666667
HLA-F	2.906875
TBC1D4	0.1835
RIG	0.1688
GLUD1	0.7265
HNRPCL1	-0.678
HBXIP	1.02125
RNF207	-1.562
APIP	-0.06675
PLA2G3	-2.67183333333333
CCDC84	-0.63575
MYLIP	0.388692307692308
PHIP	-0.58575
AARS2	-0.493333333333333
DHX32	-0.23325
SCAPER	0.987666666666667
MEN1	-0.619857142857143
NIP7	-0.657
FLJ25404	0.938
FASTKD3	0.22425
TMEM158	-2.40833333333333
RARA	1.6395
BDH1	-1.9325
ANKRD16	-0.1945
CARM1	0.35
SS18	-0.184666666666667
IKZF2	0.0899166666666667
MYD88	-0.09425
PML	0.716
TAF1A	-1.60075
CBFB	-0.06625
HIST1H3H	-1.53366666666667
C7orf29	-0.522
COMMD4	-0.951166666666667
DPP3	-1.593
DAB2	2.997375
LOC388882	0.2165
YPEL4	0.148125
AGBL3	1.64725
LRP6	0.32
SERPINH1	-1.31183333333333
TLE1	-0.7025
CD244	1.83733333333333
ZDHHC15	-2.05525
MGLL	1.8539
PLDN	0.578333333333333
LOC654346	0.899
FAP	-2.55425
GPR37	-2.949
SCARA5	-1.514
EBF4	-0.228454545454545
LSM6	-0.161
MLLT1	-0.7875
SLC5A12	5.0095
A2BP1	-1.78533333333333
COPS5	-0.170166666666667
TPM4	-2.27371428571429
TNFSF4	0.7925
ACADSB	-0.190611111111111
HERPUD1	1.1355
BCL2L11	-0.285722222222222
CEP78	-2.13275
CDCA3	-2.30175
WBSCR19	0.4024
MYO1A	-2.093
PPEF1	0.489833333333333
LOC440348	-0.6555
CPEB2	1.935
BPTF	-0.379583333333333
RPL21	0.966
GSX2	-0.422
ADPRH	2.11816666666667
C17orf68	0.618666666666667
KCNS1	-1.63633333333333
MLLT6	0.214
PIWIL4	1.29075
RNF26	-0.5125
RAP1B	1.02725
ADAMTS1	-0.609
ZNF571	1.09
P2RY6	-0.686
TRIM21	1.26816666666667
CADM3	0.30675
NLRC5	0.697166666666667
ADRA2B	1.8925
LOC90835	-0.642125
PCF11	-0.26975
LOC400451	-1.832
GLTSCR1	1.1101
C17orf88	-0.469333333333333
CDH16	5.1655
FGF7	0.505875
PCSK4	1.37716666666667
NPC1L1	-1.19466666666667
TAT	-0.232
TBCA	0.375
MGC33407	0.2715
GPR115	-1.70225
CYGB	0.581
FNBP4	-1.13983333333333
C12orf43	0.35225
CBL	-0.4008
CLECL1	3.05725
PPAPDC1A	-2.865
WDR25	0.0896666666666667
SGCA	2.8955
C22orf29	-0.7545
YIPF1	0.9655
GALK2	0.3185
RAB3B	-3.52958333333333
LOC440087	-1.881
UCP1	-2.9345
REEP5	1.305625
FADD	-0.8947
FOXA1	-7.360625
CACNA1A	0.540666666666667
ABI1	-0.6905
GRIN2D	2.598
SLC1A4	-1.45083333333333
LOC401127	-1.23175
HINT2	1.015
PLD4	1.12083333333333
ZNF286A	-0.76375
ENY2	-0.613
IL1F6	-1.2995
PXDNL	-1.2305
C20orf79	0.436333333333333
TNFSF13B	3.26716666666667
DENND3	1.14225
JARID1D	-3.7205
HIST1H2AK	-0.368125
LOC93349	0.3991
SSH1	-0.6613
ENSA	-0.58825
LOC219854	0.5545
CKAP2	-1.5829
DKFZP564J102	4.12416666666667
MGC87315	-0.206333333333333
HNRPAB	-1.70875
AMH	-1.875
ZNF526	0.256
BRUNOL5	-0.481
CACNG3	0.0708333333333333
TRPM1	-2.1185
PPP2R1A	0.32825
COL2A1	-1.98075
DDN	-0.344166666666667
FLJ25770	1.18541666666667
HK2	-0.940214285714286
ELOVL6	-2.092375
MDK	-1.033
EPHX1	0.216
RASSF2	0.140875
DKFZP434B0335	0.14675
DLX3	-1.274875
PRTN3	-0.81175
AVPR1A	-0.61975
C21orf125	-1.85075
TNFAIP8	1.07666666666667
GNB2L1	-0.2165
CALCRL	4.109
SCGB2A2	-0.9425
UBXD7	-0.87875
ZNF674	-0.4395
TMEM35	-1.008
BRSK2	-0.771
HECTD3	0.0193333333333333
TMEM188	0.357333333333333
LGALS9	1.547375
SCARB2	0.990083333333333
USP34	-0.448666666666667
C17orf28	-0.579166666666667
ZDHHC23	-0.4975
AQP12B	-0.3805
SLC16A3	1.2735
APLP2	0.082
ITIH2	-5.0895
MICAL3	1.45925
TNNI3K	2.067
HDAC2	-0.691875
PRR7	0.5245
THBS2	-4.051125
LOC751071	-0.535166666666667
CA2	3.05966666666667
RANBP17	-2.834
RLN3	0.53025
CRYZ	2.308
GBAS	0.338166666666667
TAS1R1	-0.786
MPZL3	0.2745
PCDH8	-2.185
HSP90B1	0.32275
KCNK15	-1.769
TNIP2	-1.3615
GPR146	0.90225
NOL6	-0.6745
SPC25	-4.19022222222222
STEAP2	2.99464285714286
VAMP3	0.464333333333333
TCIRG1	-0.04075
ZP4	-0.6846
PARL	0.601875
TRIM39	0.1895
KIAA1305	-0.061
CRNN	0.5525
GRN	0.1405
HSH2D	-2.4915
SCAMP1	0.8764375
KIAA1913	4.2
PTS	0.03925
BANP	-0.780357142857143
PRKACG	0.37375
ADCY6	-0.599333333333333
C16orf46	0.6765
CYP51A1	-0.0887500000000001
DDC	3.99925
ANPEP	2.20966666666667
PROM1	-3.81366666666667
SIGLEC10	2.604
COPG	0.5815
FAM26E	1.130375
TRIP4	0.67325
SNX3	0.821666666666667
C1orf175	1.709
PPY2	-0.582333333333333
C14orf152	-0.22275
FTSJ1	-1.46933333333333
DST	-1.18805
LOC554235	0.71775
GLRX5	-0.78925
C20orf12	1.5957
CAB39	0.220666666666667
MSH2	-1.99083333333333
PIP4K2C	0.984
CYLD	1.34875
WTAP	0.799125
MGAT4A	1.516
TSC22D4	-0.7606
CHRM2	-1.241
PPYR1	0.542
CCNH	-0.229666666666667
RRM1	-1.78125
ECAT8	-3.39575
LOC400120	-0.37075
GABRA4	0.018
C14orf4	0.7725
C1orf59	-2.5755
CTDSPL	0.242166666666667
NHEDC2	-1.327
PDE11A	0.094875
KLHL29	-0.45475
CD5	-0.7244
TSPAN9	2.3685625
WDR67	-1.005
THUMPD1	0.7949
C18orf17	-2.58025
CLYBL	2.80416666666667
FLJ13231	-0.054625
CMBL	3.496875
LECT2	0.14175
NKAPL	2.72833333333333
LOC654780	0.2355
OR4C6	1.04
RAB30	-2.18283333333333
TSSK4	-0.348
TMEM163	-0.2045
OSBPL11	0.710916666666667
GNB5	-0.728
CCL21	0.796
C1orf121	-0.619166666666667
FMO2	3.86583333333333
RPTN	1.418
MSTN	0.6145
VCL	-1.283
FYTTD1	0.0755
C11orf1	1.32575
CCDC88C	-0.694875
HFE	1.006
MOGAT1	2.19
FAM125B	-0.1275
IRGQ	0.184
RAVER2	1.633
AKAP5	-1.0985
SSSCA1	0.24475
C11orf63	-0.925875
ACTG2	0.5213
PORCN	-2.012
DTL	-2.94772727272727
TMEM151	0.61125
FAM122C	-0.582
RSAD2	2.0161
BAT4	-0.404
KRTDAP	-2.42533333333333
MYH8	1.3535
CRTC3	0.32825
LRRFIP2	0.0126
INTS4	-0.150333333333333
TTN	-1.1255
SLC26A5	1.1935
PLLP	0.58775
RGS6	-0.758875
SRGAP3	0.176625
ZNF525	0.487666666666667
NBR2	-1.00983333333333
C13orf1	1.4895
ZNF137	0.4935
CEP27	-2.01225
BEST2	0.363
RNF121	0.551
DMRTC2	-0.64025
C8orf76	-0.6115
BCCIP	-1.306125
MEST	-4.615
HTRA2	0.387
ANGPTL2	1.06475
ILKAP	0.0681666666666667
ERAS	0.1245
HBS1L	-1.849
CPA5	-0.2055
TMEM30A	0.764333333333333
CD300LF	2.6615
WISP3	-1.736
CRK	0.952142857142857
PDS5A	-0.8722
BRPF3	0.11
NEDD9	1.35475
SMPDL3B	-1.90075
PSG6	-1.894
PSMD13	-0.03375
ETV5	-1.5906875
OR51A4	-0.258
BTBD7	1.40266666666667
GSTO1	-0.2635
hCG_16001	0.4015
MAD2L1BP	-0.353166666666667
COX6A2	2.761
SCNN1A	-1.45366666666667
LSM1	-0.0226666666666667
UGT2B11	3.90275
IDUA	0.38375
PPP2R3C	-0.346166666666667
COX11	0.227166666666667
PDZK1	4.99575
ZNF443	0.118166666666667
MGC21874	0.150833333333333
ZNF323	0.7335
KRTAP10-10	0.1125
CXCL6	0.4385
SLC34A2	1.4382
LOC284402	0.383
NPTN	0.83725
UPP1	-0.571416666666667
SLC6A9	-0.4745
OR7G3	0.1145
CISD1	0.00733333333333334
ZNF545	-0.111166666666667
SYT14	-1.141
NT5C3L	1.18783333333333
ZNHIT3	0.277666666666667
SNRPD3	-0.633
KIAA0701	-0.00325
UNC93B1	0.0591666666666667
GMNN	-2.243375
SPCS2	0.435
LOC388524	-1.034
NAPRT1	1.064375
PNLIPRP1	-0.77975
OR6V1	0.973
PRKAB1	2.02175
EYA4	-0.104166666666667
KIF20A	-3.1025
ALG10	1.228
ITPKC	0.555833333333333
LMX1B	0.0116666666666667
RPUSD4	0.146833333333333
C7orf34	-0.158166666666667
DLGAP2	0.169857142857143
PFN1	-0.6851
MICALL2	-0.797333333333333
ZNF654	0.472
SS18L1	-1.308
SLC16A8	1.25075
MKI67IP	-0.0641666666666667
ITGB3	-0.133625
TCEA3	4.14058333333333
CEP152	-1.9309375
CLIP1	0.806875
ZNF75	0.4726875
ATP5C1	-0.588666666666667
NUDT5	-1.4095
PSCDBP	0.727
UBP1	-1.5835
RBM27	-0.83425
C13orf15	3.934375
ZNF282	-0.572333333333333
ZNF222	-0.3599
COL10A1	-0.24775
PRDM15	-1.235125
TTTY5	0.0425
FAM9C	-0.0539166666666667
C20orf67	0.4315
GNG13	-1.0645
F12	0.33575
C1orf41	-1.04775
CPXCR1	0.6735
GSK3A	-0.420125
SUPT6H	-0.189833333333333
PI16	-2.118
ELL2	-0.00608333333333333
C9orf167	-0.931333333333333
PVRL3	1.3339
FLJ38596	-0.138
ADAM20	-0.02025
GPR89A	1.084
GPR87	-4.496
ZNF30	-0.91375
SMR3B	-0.4925
ZNF770	0.48225
TRPC4AP	-0.639333333333333
DKFZP686E2158	0.633333333333333
C2orf28	1.00416666666667
FREM1	-3.81983333333333
LAMA4	0.0971666666666667
ADPRHL2	0.97975
EIF4G2	-0.0573333333333333
GUCA1A	-0.639
CTNNA2	-1.8315
NUDT15	-0.403
CEPT1	0.476333333333333
ZNFX1	0.7002
CCDC92	0.721
TDRD1	-0.216
KCNK5	0.576833333333333
ETNK1	-0.11125
LTA	0.9065
TTPA	-0.3592
B3GALNT2	-1.730375
SC65	-0.819833333333333
PEX5L	-1.827625
EPS15L1	-0.462
MGEA5	-0.108375
HIST1H3A	-0.543
ING1	-0.021875
BCAT1	-3.242625
ORC6L	-3.47472727272727
KLK11	-4.964
C19orf28	-1.154375
DNER	-4.59875
MED22	-1.44042857142857
ETV6	0.287083333333333
CHAC2	-2.54225
CD300E	0.8295
CEBPB	-0.508333333333333
ZNF398	-0.902
LRCH3	0.5165
HMGA1	-2.06266666666667
CAPN7	-0.249666666666667
MGC5566	-3.2405
CCL3	3.587125
NANOS1	-1.143
ZFYVE19	0.201
APITD1	0.6925
PARD3	0.773625
IRAK4	0.845166666666667
SERPINI2	-0.356
CEP170L	-0.64775
TTC9	-1.173
MYOM3	1.10175
MLPH	-3.248125
LOC222699	0.8695
NRG1	0.998166666666667
TBC1D9	-0.525181818181818
TTK	-4.31916666666667
ZNF557	-0.185
DDX41	-0.952833333333333
FANK1	0.341
UBE2D2	0.368875
PSMB10	1.367125
MYH7B	1.2095
GABARAPL2	0.29375
MARVELD2	0.706666666666667
DGCR2	0.7585
UNC45A	-0.666333333333333
C6orf72	1.1675
ZNF683	3.53225
GIT2	0.970875
CASK	0.223666666666667
C14orf161	-0.520166666666667
LRRC44	0.742
TIFA	-0.10925
UTP11L	-1.538125
C6orf65	-2.7635
FDPS	-0.95225
DUSP9	-1.73
SLC17A8	2.09983333333333
OR51G1	0.376
NANS	-1.59625
OLFML1	1.9355
ATP10B	-1.65375
NPAS3	-1.2055
PRKCA	-1.4248
GGA2	-0.1204375
LCE4A	0.7665
SPANXN3	2.24025
CCDC115	0.829375
SDCCAG3	-0.74225
GLIPR1L1	-0.282
TTC1	0.85975
C17orf76	0.6045
MAD2L2	-1.28225
HIPK1	-0.3946
LRRC3B	-0.2646
CLN3	-0.624772727272727
C17orf47	-0.0045
FMN2	-3.701375
TUBB1	-1.33925
WAPAL	-0.7635
C3orf21	-0.93475
SCN5A	-0.6755
SMYD1	-0.4335
BEX5	3.3155
ZNF192	0.13
SEC22A	0.114
GRIA2	0.133857142857143
KIAA0825	-1.84975
NUSAP1	-3.00918181818182
LANCL1	0.464
C15orf40	-0.1699
ZNF645	0.24425
GPR61	0.12575
NLRP14	0.323
SNX21	-0.0585
C1QTNF8	0.2595
C17orf46	0.484
IFNA8	0.677
SPRR1B	-2.19
FLRT1	-0.8555
SNX17	0.523
ASB2	-0.401333333333333
HBG1	-4.5485
RPRML	-2.887
JOSD2	0.303
PLSCR3	0.052
SPOCD1	-2.2775
RAB39	0.6865
GHRH	-0.414833333333333
ITIH5L	0.0555
C17orf37	0.7655
SMCR8	0.69825
DPY19L2P3	0.7315
IL11RA	-0.546666666666667
GDF3	-3.43166666666667
RPS6KB1	-1.07283333333333
DNAJC19	0.4649
TOP1	-0.6435
CRCT1	-0.6025
MPST	1.120875
DPM2	0.173875
FAM38B	-1.862
SLC18A1	-2.89983333333333
FARP1	0.113333333333333
PAX7	-0.0385
TUBD1	-0.8325
GNL3	-1.63625
BTG2	0.717066666666667
NDUFS6	-0.59375
C1orf79	-1.2725
ERAL1	-0.72575
ECHS1	0.7225
VPS4A	0.603166666666667
CYP11A1	-1.07175
ABCC6	1.03314285714286
PBX4	-0.3725
MOSC1	0.910375
NCF4	-0.01425
HYMAI	0.3225
NAGPA	-0.451
OTOP2	0.34875
ACOT12	0.409
MTHFD2L	0.000875000000000029
LOC441376	-2.548
C19orf34	-1.034
RAB1B	2.343
ALDOAP2	0.933
NTRK1	-1.6095
ARTS-1	0.4426
SLC6A11	-0.1625
NAP1L2	-2.60075
CNGB1	-0.152666666666667
EPB41L4B	-3.03258333333333
FAM134B	5.380125
HS3ST3A1	-3.5075
CPXM2	1.627
SIRPB2	0.537
CHORDC1	-1.706
TRIB3	-0.6855
SLC2A5	2.654
C2orf49	-0.328666666666667
DDX5	-0.03925
OR5L1	1.1825
ANAPC4	-0.4485
ZSWIM1	0.123875
LOC93622	-0.9895
KCNK3	3.869
RP11-35N6.1	-2.144875
ZFP161	0.479833333333333
AQP9	3.7415
SLC15A2	-0.0675
MREG	-1.67433333333333
OR9I1	-1.4645
PDLIM2	-0.217625
ADAM7	1.1385
GSTCD	-0.801166666666667
WDR21A	-0.22075
SLC12A8	-1.3044
TMEM174	3.5595
IGSF3	-0.336333333333333
LRRN1	-4.41925
LOC402117	0.14725
SRPK1	-2.6215
LY6K	-2.0515
NFIA	3.133
PTCD3	-0.555375
LEP	-0.186833333333333
PCDH21	0.702666666666667
MAPKAPK2	0.679928571428572
NMNAT1	0.533333333333333
LHFPL2	0.03425
C9orf43	0.61925
DIP2A	-1.0475
ACTR8	-0.563625
CCDC34	-1.17975
PTPN22	-0.8655
ITGA3	0.224125
FAM129C	-0.392
RABGGTA	-0.519833333333333
UNC45B	0.61
KIAA1033	1.41225
ZNF510	0.645
CYP2D6	-0.2565
SLC26A10	-1.8695
STX8	0.82525
LUZP1	0.154875
WDR89	0.084
EIF4G3	-0.4325
C5AR1	1.4675
ZNF623	-0.8725
A2M	1.514
TGM7	0.437
GRPEL1	0.0133333333333333
LMNB2	-2.484
ROCK2	-0.0821666666666667
SNX16	0.350375
CCDC66	-1.07925
ANXA3	-4.166
KIAA1609	0.048125
EED	-1.3515
RNF32	-0.000499999999999982
HES1	0.4387
CLC	2.27766666666667
ISL1	-1.41233333333333
KIAA0528	0.109
MANEA	1.505625
C1orf61	-2.775
hCG_2001000	0.682
RAPGEF6	-0.2559
KIAA0020	-1.18683333333333
NEIL1	-1.53075
C16orf45	-1.505375
RBM10	-0.871166666666667
C10orf125	0.181875
MRS2L	-0.40625
DNAH17	-1.48075
C19orf10	-0.94475
C1orf160	1.39475
SLFN12	1.886
EXOC3	0.993
HIST3H3	-0.19675
NCOR2	-0.0875
TNFRSF9	2.218
MFSD8	0.41175
ALX1	-3.03
NOL1	-1.553
PODN	0.56825
TIAL1	-1.02225
HIST1H1E	-0.882
NPY6R	2.53975
TM4SF4	0.33875
CORO2A	-1.66625
ETNK2	1.15466666666667
APOE	1.5255
ANGPT4	0.673
HDGF2	-1.1115
G30	-0.244
ST8SIA4	1.747
F2RL1	3.114875
FAM19A4	-4.37225
CCAR1	-1.90925
B3GNT7	0.185
OPHN1	-0.6056
DSCR6	-3.5495
C21orf13	1.63783333333333
GAS2L1	0.40925
RFX3	0.1425
COPS4	0.0605
BCHE	-3.666
BCL2	2.587
HBZ	-2.35
ARL13B	1.385375
MAPBPIP	0.1115
MYO15B	2.141625
SPZ1	0.20825
KIAA1324	-3.84866666666667
PLCL2	1.1525
C4orf29	-0.5475
WDFY2	-1.321
ZNF284	-0.4365
NAALADL1	-0.045
DUSP5	-1.74316666666667
PXDN	-1.39325
SLMO1	-1.77525
TNXB	0.6659
BIRC7	-0.82475
A4GALT	2.66466666666667
TIMM22	0.51325
FAM110C	3.54025
TOMM34	-0.794
ABHD9	0.9045
ADAM32	-0.3675
CRHBP	0.47475
AQP2	0.58
LOC130355	0.45275
ZNF187	0.368166666666667
ZNF816A	0.5375
F7	-1.0965
CNOT1	-0.4798
SLC13A4	-2.22425
ZBTB11	-0.126
B3GALT5	-0.2335
EXOC2	-0.412166666666667
IRS1	-1.6226
TMEM1	-0.1015
MRPL34	-0.147333333333333
SAMM50	-0.21875
CDC42EP3	-0.456125
HSF2	-1.361
MFN2	-0.5925
TSPAN7	-0.106
NUCB1	1.51266666666667
RHOH	-1.71225
ARL16	0.6855
TACR1	-0.01
SFRS5	-1.49866666666667
SNX25	0.1355
RHBDF1	-1.3055
PCDH18	0.326
HMG1L1	-0.9105
MYO5C	-1.495875
MAPK10	2.0315
LDHAL6A	-0.076
NUDT12	2.5315
NCAM1	0.450625
GLIS2	1.084
GGTL4	2.13475
DAPP1	-1.423
ATF7	0.45625
KIAA0748	-1.0505
NFIL3	1.48275
TM6SF1	0.0232
SEZ6	0.155375
NANOS3	-0.267666666666667
DNAJA3	-0.9205
CLDN6	-2.1065
CIITA	3.0343
EPHA4	0.08675
FANCC	0.549
CMTM3	-1.26325
PSG3	-0.622125
MRPL15	-0.269
C21orf59	-0.21775
PLCXD2	-0.18925
C2orf34	0.1055
UBE2L6	1.934375
MED14	-0.099
HP1BP3	0.0779
C6orf208	1.291
TPBG	-3.0125
OSR2	-3.352
XPC	0.233
KLHL7	-0.500583333333333
CCR3	-0.5566
AGTPBP1	-0.874166666666667
PCSK6	1.96273333333333
STAT5A	-1.352
FAM18B	-0.25725
LONRF2	-4.81166666666667
PTPN2	-1.054875
SF3A3	-0.511166666666667
EFCBP2	1.4765
HCFC1	-1.98583333333333
AHNAK	0.4844
ACTR5	-0.1965
KIF14	-3.65842857142857
TENC1	1.69875
HEATR5B	0.596
YIPF2	0.377666666666667
MYEOV2	0.687666666666667
DUSP18	0.91425
KIAA1012	0.40325
AHR	1.16583333333333
C17orf53	-2.07466666666667
PTPRH	-3.43225
ATP6V1C1	0.7055
TAS2R3	-0.674
LOC440356	-1.059
COQ10B	0.81275
PSMF1	1.18325
SORBS2	3.25441666666667
NFE2L2	0.4205
TMCO7	0.243
SH3PXD2A	-1.768
SH2D2A	-0.25775
SPINK5	2.39225
MRPS24	-0.1635
OPA3	0.94025
TRAF7	-0.863833333333333
C4orf35	0.102166666666667
MT1G	0.193125
MGC39545	-0.39
HS1BP3	1.6865
OR2B2	0.1625
CHRM4	0.403
SFRP2	-4.00391666666667
RIC3	-1.53825
ART1	-0.562
C6orf1	-0.58875
DUS4L	-0.879
C10orf104	0.337
TNFAIP6	4.618
RTEL1	-0.28
CCT4	-0.8142
ZNF709	0.212
CHMP6	1.33933333333333
UPP2	2.2775
CYP19A1	-3.6655
CD151	0.0388333333333333
NDUFA13	0.486833333333333
ARFRP1	-0.2965
FAM26B	0.337
CRYBA1	-2.2225
MRPL41	-0.171
NPFFR2	-2.34085714285714
HRH2	1.31
SCAMP3	-0.3015
MTMR6	1.4131
MTG1	-1.0225
UBTD1	-0.28075
CRABP1	-3.0475
FLJ33790	-2.1406
KIAA1908	-1.49533333333333
GPR158	-2.485
PACSIN3	-1.7795
OMD	-0.545333333333333
CATSPER1	-0.197166666666667
HOXB8	1.093125
FBXO46	-0.1885
OAS1	1.23966666666667
SVIL	0.07325
PHB2	0.1825
ADCY3	-1.0185
NDRG2	0.948
ERMAP	0.9205
APBA2	-2.63116666666667
IGSF9	-1.98025
WNT6	0.729357142857143
MYCBPAP	-1.419
ATP2B2	2.0397
CPVL	0.3579
TRAM2	-1.3785
NOP5/NOP58	-1.04275
ZNRF4	0.285
TLK1	-0.492875
MTMR12	0.573714285714286
ZNF384	-0.385
FAM9B	-3.09225
RPN1	0.4199
PMVK	0.25125
EIF3D	-0.0853
SIX2	-1.3095
HPS1	-0.327214285714286
RNF7	0.205
PSKH2	0.857
KCTD13	-0.447166666666667
CSMD3	-0.7134
FBF1	-0.5695
IL8	-5.011
SERPINB13	-0.0251
FBXL20	-0.119
BLR1	0.4
SH2B1	-0.811666666666667
RFNG	-0.6355
RAB20	1.42516666666667
RBM7	0.4785
POLR1A	-0.5615
TMPRSS4	-3.0935
TAF9	-0.716625
TERF2	0.0188333333333333
TNFRSF1A	1.33258333333333
ACADVL	0.385833333333333
GTF2H5	-0.1485
EDG8	0.462666666666667
C9orf140	-2.6215
UST6	0.0805
ZBTB8OS	-0.7415
ZNF710	-1.1955
GPR174	-0.806
ATP6V0A2	-0.65425
KIAA0319L	0.2855
XKRX	-1.335
DOPEY2	0.3168
SDHD	0.8005
SUMF1	0.692
OSM	2.937
OPN3	-1.04875
DAGLB	-0.506833333333333
PPFIBP1	1.8167
TRIM63	-2.6885
C10orf53	0.475
LYPD3	-2.87666666666667
BCL7A	0.04975
AGER	-0.576833333333333
TCF19	-0.429625
SAT2	1.046
PFTK1	1.492
GABRE	-2.169375
C15orf38	1.0911
FIS1	1.0405
KCNV2	-0.18
CLPS	0.2575
PPCDC	-0.221625
FOXN2	1.07016666666667
NT5E	-1.4414
CD83	0.2995
IL18	2.01125
VPS16	0.21725
IGFBP2	-3.59466666666667
NOTCH2	-0.735
SIGLEC1	2.171625
CD93	5.7215
SULF2	-3.3065
CEP164	-0.6545
P53AIP1	-0.243833333333333
TOR2A	-0.168833333333333
ZNF136	0.88125
MGP	2.7337
CCDC144A	-0.711166666666667
TRPC1	1.39816666666667
SMS	-0.4825
MAPK7	0.0855
RRAGC	1.04825
PARD6A	1.26266666666667
NUB1	0.801666666666667
SYNGR4	0.5715
OR11H12	0.1125
WIF1	0.541375
GCH1	-0.349
OR11H4	0.406
SLC44A5	-0.1425
GPRIN2	1.04366666666667
LOC401431	-0.96925
CPA4	-2.7545
MELK	-3.45322222222222
IL15RA	1.17325
CUL3	1.44625
HMBOX1	0.08425
PODXL	-1.37225
CCT6B	0.984333333333333
COMTD1	-0.1435
