Hybridization REF	TCGA-AS-3778-01A-01R-0864-07
IQCG	0.7235
MEGF9	1.233
TM7SF4	0.53875
PLEKHA1	2.9786
STK33	1.70475
C1orf210	0.8495
SNUPN	0.0884
KIAA0406	-0.9401
C20orf29	0.054
TMEM55B	-0.07
OSTM1	-0.1660625
CLCN7	-0.817
OTP	0.22375
FLJ23049	-0.32175
HEATR4	0.344
MAP3K10	0.285833333333333
PCDHGA9	-0.1975
AMDHD2	-0.10525
LCTL	-0.895
PDCD2L	-2.083
CABLES2	-1.592
SLC5A9	0.5075
CLCA2	-1.4408
MGC16025	-0.5995
STRAP	-0.9885
C20orf196	0.5555
RRBP1	-0.2345
NAT13	-0.983
MAT2B	1.15825
CSNK1D	-0.406333333333333
KIR3DL1	0.1795
PRKAG3	0.1695
ZNF599	0.732
PRM3	0.1895
PER2	1.73016666666667
ASPHD1	-0.4375
PRMT6	-0.94
KCNE1L	-0.429714285714286
FAM118A	-1.06716666666667
TAF4	-0.821
NDUFB6	0.0835
TRIM9	0.683
PMFBP1	-0.35
KY	-0.078
DKFZp762E1312	-3.936
CSMD1	-0.69325
TBP	0.165
OR1Q1	-0.393666666666667
RETNLB	0.354
HPGD	0.393642857142857
DNAJC12	-2.4415
FKBP1B	-0.66425
ANKRD24	-0.505
CXXC5	1.046
IL3	0.04125
DRAM	2.6797
PTCH1	-0.184375
TP53BP1	-0.48625
SLC17A7	0.31575
COL25A1	-0.437333333333333
AMACR	2.51466666666667
RHCG	-0.05175
VPS13A	0.886416666666667
FAM55D	0.056
PRPF38B	-0.120583333333333
OSBPL6	-2.6595
PFDN5	1.5306
CMTM6	0.099
KCNK12	-1.57125
RP2	0.63075
C16orf52	-0.8895
PICK1	-0.2085
IFNE1	-0.619666666666667
SEMA4B	-0.20725
TYRO3	-1.96325
OR12D2	-0.262
CSNK1A1	0.23325
FANCF	0.692
LONP2	-0.229375
TBL1Y	0.53225
LDOC1L	0.178625
CCNC	-0.06775
C3orf60	-0.73025
CHKA	-1.8765
UBAP1	0.6315
MAP3K1	0.131
ANKRD9	-2.37225
FAM92A1	-0.645333333333333
GAB2	-0.106625
AZU1	-0.62775
DIS3	-0.0336666666666667
C21orf109	-1.14525
IQCB1	0.33425
SPATS2	-0.718166666666667
EFCAB3	1.10075
PRB3	0.0605
FUZ	-0.3255
ZNF813	0.348125
BMPER	-0.2126
HEG1	1.274625
ALS2CR11	-1.339
SURF2	-1.1125
PSMC1	0.09575
OR2D2	0.214
SLC7A8	-0.0505
C4orf40	-0.2125
SPATA7	2.13425
MAZ	-0.171
PIN4	0.548
PDE1A	0.53675
TAF6L	-1.004
OR2T34	0.738
KIAA0284	-0.969
ACADS	0.256909090909091
MKRN2	-0.7805
C18orf56	-0.8535
MS4A6E	0.00400000000000002
GALNT4	1.0257
C22orf31	-0.6105
FLJ36070	0.003
PSME4	-1.08075
TFG	-0.0429
EPHX2	2.422125
ANXA5	0.517375
KRTAP1-1	-0.1779
BATF	-1.20975
KARS	-1.00025
MSTP9	2.0305
GPR26	-0.668
CCDC72	-0.833
TEF	1.48916666666667
FOXK1	-0.1541
PRLHR	-0.1745
EMX1	3.13475
C11orf30	-0.52575
ICK	0.458875
THSD7B	0.44375
C21orf100	-1.73
DUOX1	0.741
EFCAB4B	-0.88275
UBE2G2	-0.818166666666667
C3orf54	1.04375
PARP1	-2.28125
FAM60A	-1.02933333333333
C6orf146	-0.4265
OR9K2	0.467
DDX55	-1.564
RPS15	-0.154916666666667
ZNF618	0.559625
DKFZp686D0972	0.824
SSPO	0.103
SHFM3P1	-0.253333333333333
CPA6	0.74675
JAG2	0.42725
DEFA3	1.92325
PPBPL2	0.4875
CD34	4.9015
SLCO4A1	-1.947
AFG3L1	-1.26666666666667
SHD	-0.85325
RP13-122B23.3	-1.42466666666667
PRKCSH	-1.11633333333333
DPH5	-0.493333333333333
HLA-F	2.255875
TBC1D4	-0.29925
RIG	-0.604
GLUD1	0.881833333333333
HNRPCL1	-0.8865
HBXIP	0.8535
RNF207	-0.3215
APIP	-0.44725
PLA2G3	-2.383
CCDC84	0.191
MYLIP	0.883076923076923
PHIP	-0.61775
AARS2	-0.388833333333333
DHX32	0.41275
SCAPER	1.32716666666667
MEN1	-0.68175
NIP7	-1.698
FLJ25404	-0.0425
FASTKD3	0.01825
TMEM158	-3.70625
RARA	1.00675
BDH1	-1.744
ANKRD16	-1.19875
CARM1	-0.0425
SS18	0.1475
IKZF2	-0.482
MYD88	-0.333625
PML	0.87755
TAF1A	-1.6925
CBFB	-0.5405
HIST1H3H	-2.11216666666667
C7orf29	-1.1125
COMMD4	-1.13183333333333
DPP3	-1.53125
DAB2	2.694875
LOC388882	1.029
YPEL4	1.21475
AGBL3	0.32075
LRP6	0.1997
SERPINH1	-0.24975
TLE1	-0.1575
CD244	0.941833333333333
ZDHHC15	-1.548
MGLL	1.9778
PLDN	0.483333333333333
LOC654346	0.453
FAP	1.0995
GPR37	0.380333333333333
SCARA5	-1.697
EBF4	1.27618181818182
LSM6	-0.30575
MLLT1	-0.6956875
SLC5A12	4.4075
A2BP1	-1.6635
COPS5	0.086
TPM4	-0.6485
TNFSF4	0.133166666666667
ACADSB	0.601722222222222
HERPUD1	1.9365
BCL2L11	-0.630277777777778
CEP78	-2.076125
CDCA3	-2.4765
WBSCR19	0.5661
MYO1A	-1.21
PPEF1	0.0158333333333333
LOC440348	-0.51525
CPEB2	1.264375
BPTF	-0.182083333333333
RPL21	0.5255625
GSX2	-0.09
ADPRH	1.37916666666667
C17orf68	-0.141833333333333
KCNS1	-0.134166666666667
MLLT6	0.0618
PIWIL4	1.821
RNF26	-0.5845
RAP1B	0.859625
ADAMTS1	0.9482
ZNF571	1.106
P2RY6	0.223
TRIM21	0.866833333333333
CADM3	0.67675
NLRC5	0.569666666666667
ADRA2B	0.827666666666667
LOC90835	-0.8955
PCF11	-0.838
LOC400451	-0.645
GLTSCR1	0.4282
C17orf88	-0.519
CDH16	5.16075
FGF7	0.542875
PCSK4	-0.321833333333333
NPC1L1	-1.0685
TAT	0.39
TBCA	0.4115
MGC33407	-0.06025
GPR115	-1.481
CYGB	0.4895
FNBP4	-0.715833333333333
C12orf43	-0.4365
CBL	-0.7207
CLECL1	0.7405
PPAPDC1A	-1.65675
WDR25	0.0445
SGCA	2.2655
C22orf29	-1.40133333333333
YIPF1	0.476
GALK2	0.01075
RAB3B	-2.51245454545455
LOC440087	0.16275
UCP1	0.023
REEP5	1.473
FADD	-1.1175
FOXA1	-6.5585
CACNA1A	0.159666666666667
ABI1	0.251666666666667
GRIN2D	0.4845
SLC1A4	-1.45366666666667
LOC401127	-1.3985
HINT2	0.01075
PLD4	0.350666666666667
ZNF286A	-0.79175
ENY2	-0.44375
IL1F6	-0.084
PXDNL	1.82375
C20orf79	0.05975
TNFSF13B	2.76683333333333
DENND3	1.483375
JARID1D	1.46825
HIST1H2AK	-0.879125
LOC93349	0.6425
SSH1	-0.7892
ENSA	-0.9245
LOC219854	0.205
CKAP2	-1.6266
DKFZP564J102	4.23333333333333
MGC87315	-0.883666666666667
HNRPAB	-2.1845
AMH	-2.2955
ZNF526	-0.02
BRUNOL5	-0.1767
CACNG3	-0.0265
TRPM1	-1.307
PPP2R1A	0.149
COL2A1	-1.35925
DDN	0.0793333333333333
FLJ25770	1.47175
HK2	-1.08485714285714
ELOVL6	-2.570875
MDK	-1.40575
EPHX1	0.067
RASSF2	1.196875
DKFZP434B0335	-0.412
DLX3	-0.482
PRTN3	-0.55575
AVPR1A	0.97025
C21orf125	-1.44325
TNFAIP8	0.811833333333333
GNB2L1	0.27175
CALCRL	4.6465
SCGB2A2	-0.416166666666667
UBXD7	-0.541
ZNF674	0.0255
TMEM35	-0.325625
BRSK2	-0.5825
HECTD3	-0.361166666666667
TMEM188	0.109166666666667
LGALS9	0.902625
SCARB2	1.00075
USP34	-0.301666666666667
C17orf28	-0.297583333333333
ZDHHC23	-0.798
AQP12B	-0.394
SLC16A3	0.9085
APLP2	0.925125
ITIH2	-6.40625
MICAL3	1.23475
TNNI3K	1.1288
HDAC2	-0.07125
PRR7	-0.6584
THBS2	-0.412625
LOC751071	-0.8395
CA2	2.6525
RANBP17	-0.115
RLN3	0.24975
CRYZ	2.81883333333333
GBAS	-0.0601666666666667
TAS1R1	-0.79775
MPZL3	0.122
PCDH8	-2.59833333333333
HSP90B1	0.246833333333333
KCNK15	-0.557
TNIP2	-1.51866666666667
GPR146	0.80875
NOL6	-0.983875
SPC25	-4.59277777777778
STEAP2	1.54221428571429
VAMP3	0.7455
TCIRG1	-0.2125
ZP4	-0.778333333333333
PARL	0.237875
TRIM39	0.273
KIAA1305	1.374
CRNN	0.447
GRN	0.4875
HSH2D	-2.54875
SCAMP1	0.5866875
KIAA1913	3.808
PTS	-0.18025
BANP	-0.396714285714286
PRKACG	-0.13825
ADCY6	-0.221333333333333
C16orf46	-0.562
CYP51A1	-0.838
DDC	3.771
ANPEP	2.94716666666667
PROM1	2.70733333333333
SIGLEC10	0.279
COPG	-0.1105
FAM26E	2.616375
TRIP4	0.90075
SNX3	0.948166666666667
C1orf175	1.00016666666667
PPY2	0.02625
C14orf152	-0.83775
FTSJ1	-1.36433333333333
DST	-0.52395
LOC554235	0.1745
GLRX5	-0.46325
C20orf12	0.6482
CAB39	0.656166666666667
MSH2	-1.54816666666667
PIP4K2C	0.788875
CYLD	1.03725
WTAP	0.743125
MGAT4A	1.333
TSC22D4	-0.5379
CHRM2	0.1955
PPYR1	-0.0971666666666667
CCNH	-0.548
RRM1	-1.162
ECAT8	-4.4905
LOC400120	-0.0615
GABRA4	0.2475
C14orf4	0.557833333333333
C1orf59	-1.83975
CTDSPL	0.208583333333333
NHEDC2	-0.3475
PDE11A	0.3995
KLHL29	0.6345
CD5	-0.451
TSPAN9	1.50225
WDR67	-1.81275
THUMPD1	0.2819
C18orf17	-1.836
CLYBL	2.43016666666667
FLJ13231	-0.033625
CMBL	1.5085
LECT2	0.48825
NKAPL	2.843
LOC654780	0.283
OR4C6	-0.164
RAB30	-1.289
TSSK4	-0.2355
TMEM163	0.693
OSBPL11	1.898
GNB5	-0.284666666666667
CCL21	0.45725
C1orf121	-0.692166666666667
FMO2	3.49533333333333
RPTN	2.1045
MSTN	1.579
VCL	0.331857142857143
FYTTD1	0.172
C11orf1	0.35375
CCDC88C	-0.917375
HFE	0.409055555555556
MOGAT1	0.622
FAM125B	-0.171833333333333
IRGQ	0.116
RAVER2	1.661
AKAP5	-0.266
SSSCA1	-0.7695
C11orf63	0.967875
ACTG2	2.3113
PORCN	-1.958
DTL	-2.43218181818182
TMEM151	0.109
FAM122C	-0.4405
RSAD2	1.639
BAT4	-0.0705
KRTDAP	-0.0545
MYH8	2.53175
CRTC3	0.83975
LRRFIP2	0.0178
INTS4	-0.726833333333333
TTN	-0.1942
SLC26A5	0.0215
PLLP	0.8845
RGS6	-0.558125
SRGAP3	-0.1545
ZNF525	0.211333333333333
NBR2	-0.638666666666667
C13orf1	1.0378
ZNF137	1.055
CEP27	-1.61125
BEST2	-0.093
RNF121	0.48075
DMRTC2	-0.5265
C8orf76	-0.958
BCCIP	-0.61875
MEST	-3.57975
HTRA2	0.000999999999999999
ANGPTL2	0.157
ILKAP	-0.0608333333333333
ERAS	0.419
HBS1L	-1.19725
CPA5	0.053
TMEM30A	1.07633333333333
CD300LF	1.682
WISP3	0.151
CRK	0.717142857142857
PDS5A	-0.3648
BRPF3	0.480166666666667
NEDD9	2.73525
SMPDL3B	0.38
PSG6	-0.2995
PSMD13	-0.73525
ETV5	-1.66975
OR51A4	0.055
BTBD7	1.39825
GSTO1	-0.20725
hCG_16001	-0.1325
MAD2L1BP	-0.00116666666666667
COX6A2	0.546
SCNN1A	-1.17333333333333
LSM1	-0.322833333333333
UGT2B11	4.048
IDUA	0.57575
PPP2R3C	0.2465
COX11	0.0945
PDZK1	4.44875
ZNF443	-0.130166666666667
MGC21874	0.201666666666667
ZNF323	0.9047
KRTAP10-10	0.2525
CXCL6	0.17425
SLC34A2	0.1336
LOC284402	0.0275
NPTN	1.27341666666667
UPP1	-0.297333333333333
SLC6A9	-0.567
OR7G3	-0.459
CISD1	0.608833333333333
ZNF545	-0.149833333333333
SYT14	-0.6425
NT5C3L	0.6085
ZNHIT3	0.192666666666667
SNRPD3	-0.64825
KIAA0701	0.160285714285714
UNC93B1	-0.313666666666667
GMNN	-0.86925
SPCS2	0.377833333333333
LOC388524	-1.5725
NAPRT1	-0.6125
PNLIPRP1	-0.068
OR6V1	0.4605
PRKAB1	1.21625
EYA4	-0.570833333333333
KIF20A	-3.4845
ALG10	-0.355
ITPKC	1.08266666666667
LMX1B	-0.544333333333333
RPUSD4	0.145833333333333
C7orf34	-0.157
DLGAP2	-0.02425
PFN1	-0.7459
MICALL2	-1.00208333333333
ZNF654	0.46
SS18L1	-1.377875
SLC16A8	0.062
MKI67IP	-0.218833333333333
ITGB3	0.259125
TCEA3	3.07033333333333
CEP152	-1.526875
CLIP1	0.091375
ZNF75	0.8503125
ATP5C1	0.315833333333333
NUDT5	-1.12233333333333
PSCDBP	1.55125
UBP1	-1.226
RBM27	-1.30675
C13orf15	3.682125
ZNF282	-0.904833333333333
ZNF222	0.5531
COL10A1	0.62375
PRDM15	-1.02825
TTTY5	-0.223
FAM9C	-0.0679090909090909
C20orf67	-0.1555
GNG13	-0.071
F12	-0.423
C1orf41	-1.222
CPXCR1	-1.129
GSK3A	-0.286875
SUPT6H	-0.2845
PI16	-1.06466666666667
ELL2	0.257
C9orf167	0.0531666666666667
PVRL3	0.9684
FLJ38596	0.437
ADAM20	-0.117
GPR89A	0.5515
GPR87	-2.403
ZNF30	-0.48375
SMR3B	-0.60325
ZNF770	-0.047
TRPC4AP	-0.583
DKFZP686E2158	0.592833333333333
C2orf28	0.399
FREM1	1.13616666666667
LAMA4	1.35466666666667
ADPRHL2	1.12
EIF4G2	0.253666666666667
GUCA1A	-0.521
CTNNA2	-0.969375
NUDT15	-0.609
CEPT1	-0.0855
ZNFX1	-0.0751
CCDC92	0.79525
TDRD1	-0.474
KCNK5	0.458
ETNK1	-0.527
LTA	0.312
TTPA	0.503666666666667
B3GALNT2	-1.44775
SC65	-1.248
PEX5L	-0.765625
EPS15L1	-0.49275
MGEA5	1.29675
HIST1H3A	-0.71325
ING1	-0.000750000000000008
BCAT1	-2.685875
ORC6L	-3.718
KLK11	-5.26233333333333
C19orf28	-1.10075
DNER	-2.9645
MED22	-1.25128571428571
ETV6	0.231333333333333
CHAC2	-3.07675
CD300E	0.3065
CEBPB	0.0194166666666667
ZNF398	-0.8225
LRCH3	0.202
HMGA1	-2.61716666666667
CAPN7	-0.425
MGC5566	-2.034
CCL3	2.35857142857143
NANOS1	-0.242875
ZFYVE19	-0.2765
APITD1	0.461833333333333
PARD3	1.54
IRAK4	-0.00566666666666668
SERPINI2	-0.4
CEP170L	-0.625
TTC9	0.525
MYOM3	1.671
MLPH	-3.832125
LOC222699	0.384
NRG1	-0.112083333333333
TBC1D9	0.825090909090909
TTK	-3.97466666666667
ZNF557	0.174
DDX41	-1.14166666666667
FANK1	2.2215
UBE2D2	0.4055
PSMB10	0.600875
MYH7B	0.787
GABARAPL2	0.414375
MARVELD2	0.0456666666666667
DGCR2	0.774333333333333
UNC45A	-0.382166666666667
C6orf72	1.046
ZNF683	2.803
GIT2	1.250875
CASK	0.504166666666667
C14orf161	0.54
LRRC44	0.364
TIFA	-0.501375
UTP11L	-1.470125
C6orf65	-1.523
FDPS	-0.8335
DUSP9	-1.616
SLC17A8	0.03175
OR51G1	0.269166666666667
NANS	-1.9065
OLFML1	0.90875
ATP10B	-1.352125
NPAS3	0.165
PRKCA	-1.3185
GGA2	-0.16575
LCE4A	0.404
SPANXN3	-0.393666666666667
CCDC115	1.193875
SDCCAG3	-1.4985
GLIPR1L1	0.2825
TTC1	0.56925
C17orf76	1.0185
MAD2L2	-2.0115
HIPK1	-0.1492
LRRC3B	0.620666666666667
CLN3	-0.421
C17orf47	-0.282
FMN2	-2.482125
TUBB1	-1.989125
WAPAL	-0.0131666666666666
C3orf21	-0.248375
SCN5A	-0.2959
SMYD1	0.335
BEX5	1.57475
ZNF192	0.0065
SEC22A	0.2625
GRIA2	-0.434
KIAA0825	-0.527
NUSAP1	-2.19863636363636
LANCL1	0.290625
C15orf40	-0.3872
ZNF645	-0.155875
GPR61	-0.13725
NLRP14	0.651
SNX21	-0.3758
C1QTNF8	0.2745
C17orf46	-0.08875
IFNA8	-0.6525
SPRR1B	-1.3828
FLRT1	-0.152
SNX17	0.25
ASB2	-0.246
HBG1	-5.933
RPRML	-1.59425
JOSD2	-0.0835
PLSCR3	0.78975
SPOCD1	-0.2625
RAB39	-0.8015
GHRH	-0.426833333333333
ITIH5L	-0.072
C17orf37	-0.048
SMCR8	0.27425
DPY19L2P3	0.738
IL11RA	0.2755
GDF3	-4.497
RPS6KB1	-1.15366666666667
DNAJC19	0.0846
TOP1	-0.53325
CRCT1	-0.00162499999999999
MPST	0.451375
DPM2	-0.07375
FAM38B	0.138
SLC18A1	-1.65783333333333
FARP1	0.775666666666667
PAX7	-0.0885
TUBD1	-1.28325
GNL3	-1.67775
BTG2	0.459133333333333
NDUFS6	-1.067
C1orf79	1.108
ERAL1	-1.352
ECHS1	1.26525
VPS4A	-0.169833333333333
CYP11A1	-0.96825
ABCC6	1.39957142857143
PBX4	0.7815
MOSC1	-0.084
NCF4	1.28625
HYMAI	0.391
NAGPA	-0.4265
OTOP2	-0.000750000000000002
ACOT12	0.39475
MTHFD2L	-0.833
LOC441376	1.54275
C19orf34	-0.372
RAB1B	1.619
ALDOAP2	-0.1385
NTRK1	-1.71083333333333
ARTS-1	0.2522
SLC6A11	-0.481
NAP1L2	0.8695
CNGB1	-0.559
EPB41L4B	-1.9577
FAM134B	4.47175
HS3ST3A1	-4.1464
CPXM2	4.165
SIRPB2	-0.6825
CHORDC1	-1.27633333333333
TRIB3	-1.6115
SLC2A5	2.4505
C2orf49	-0.971833333333333
DDX5	-0.0415
OR5L1	0.7225
ANAPC4	0.162
ZSWIM1	-0.213375
LOC93622	-0.724
KCNK3	1.3736
RP11-35N6.1	-3.06275
ZFP161	0.6135
AQP9	2.303
SLC15A2	0.921333333333333
MREG	-1.405
OR9I1	0.401
PDLIM2	0.236714285714286
ADAM7	0.4475
GSTCD	-1.08683333333333
WDR21A	-0.01575
SLC12A8	0.3535
TMEM174	1.89125
IGSF3	-0.0228333333333333
LRRN1	-2.8485
LOC402117	0.1075
SRPK1	-1.64533333333333
LY6K	-2.360875
NFIA	3.0265
PTCD3	-0.318375
LEP	-0.021
PCDH21	0.217
MAPKAPK2	0.162214285714286
NMNAT1	-0.207833333333333
LHFPL2	-0.23875
C9orf43	-1.05275
DIP2A	-0.887666666666667
ACTR8	-0.436625
CCDC34	-1.77675
PTPN22	-0.778875
ITGA3	-0.13575
FAM129C	0.05925
RABGGTA	-1.14333333333333
UNC45B	1.1225
KIAA1033	1.393125
ZNF510	0.0871666666666667
CYP2D6	0.0618333333333333
SLC26A10	-0.8845
STX8	0.74925
LUZP1	0.456
WDR89	-0.243
EIF4G3	-0.641
C5AR1	1.5975
ZNF623	-0.749
A2M	2.6155
TGM7	0.287
GRPEL1	-0.2555
LMNB2	-2.7851
ROCK2	0.371166666666667
SNX16	0.403125
CCDC66	-0.74425
ANXA3	0.72875
KIAA1609	-0.251875
EED	-1.24125
RNF32	0.9035
HES1	0.8558
CLC	1.074
ISL1	-0.6695
KIAA0528	0.3475
MANEA	1.14625
C1orf61	-1.729
hCG_2001000	0.000750000000000001
RAPGEF6	0.0153
KIAA0020	0.0406666666666667
NEIL1	2.065
C16orf45	-1.19825
RBM10	-1.0785
C10orf125	-0.552125
MRS2L	-0.3905
DNAH17	-1.341
C19orf10	-0.39125
C1orf160	0.892
SLFN12	1.90325
EXOC3	0.850166666666667
HIST3H3	-0.3415
NCOR2	-0.714166666666667
TNFRSF9	0.20175
MFSD8	0.333
ALX1	-3.33233333333333
NOL1	-2.5025
PODN	1.64475
TIAL1	-0.6405
HIST1H1E	-2.00725
NPY6R	0.65075
TM4SF4	1.09025
CORO2A	-2.286
ETNK2	0.771166666666667
APOE	0.5772
ANGPT4	0.2695
HDGF2	-0.92675
G30	null
ST8SIA4	0.51875
F2RL1	2.995625
FAM19A4	-4.50575
CCAR1	-0.83525
B3GNT7	0.0685
OPHN1	-0.1011
DSCR6	-1.2625
C21orf13	0.491166666666667
GAS2L1	0.106833333333333
RFX3	0.172166666666667
COPS4	0.124125
BCHE	-4.68116666666667
BCL2	3.629
HBZ	-4.07733333333333
ARL13B	0.593375
MAPBPIP	-0.052375
MYO15B	1.75125
SPZ1	0.28025
KIAA1324	-3.57222222222222
PLCL2	1.352375
C4orf29	-0.02225
WDFY2	-1.47825
ZNF284	-0.044
NAALADL1	0.578
DUSP5	-0.457666666666667
PXDN	-0.698125
SLMO1	-1.74
TNXB	0.1883
BIRC7	1.6015
A4GALT	1.91316666666667
TIMM22	-0.09
FAM110C	2.46975
TOMM34	-1.377375
ABHD9	0.1165
ADAM32	-0.3765
CRHBP	2.9945
AQP2	0.270125
LOC130355	0.49325
ZNF187	0.975
ZNF816A	0.5415
F7	-0.926125
CNOT1	-0.7132
SLC13A4	-1.0895
ZBTB11	-0.238
B3GALT5	-0.50875
EXOC2	0.0228333333333333
IRS1	-0.9607
TMEM1	0.412666666666667
MRPL34	-0.94
SAMM50	-0.00575
CDC42EP3	0.804375
HSF2	-1.1306
MFN2	-0.557
TSPAN7	0.962
NUCB1	0.891833333333333
RHOH	-2.27925
ARL16	0.5905
TACR1	0.0835
SFRS5	-0.877833333333333
SNX25	0.50425
RHBDF1	-0.802
PCDH18	2.48
HMG1L1	-0.97725
MYO5C	-1.194625
MAPK10	1.8965
LDHAL6A	0.14
NUDT12	1.17733333333333
NCAM1	-0.331875
GLIS2	0.164
GGTL4	1.7995
DAPP1	-1.53425
ATF7	0.20075
KIAA0748	-0.93025
NFIL3	2.50625
TM6SF1	0.2792
SEZ6	-0.249
NANOS3	0.0716666666666667
DNAJA3	-1.03133333333333
CLDN6	-1.823
CIITA	2.2934
EPHA4	1.14816666666667
FANCC	1.4085
CMTM3	-0.48275
PSG3	-0.213
MRPL15	-0.20125
C21orf59	-0.54325
PLCXD2	0.07425
C2orf34	-0.08175
UBE2L6	1.042625
MED14	-0.287
HP1BP3	-0.2654
C6orf208	-0.00850000000000001
TPBG	-1.4705
OSR2	-3.664875
XPC	-0.0126666666666667
KLHL7	-0.386166666666667
CCR3	-0.011
AGTPBP1	-0.0403333333333333
PCSK6	-0.157533333333333
STAT5A	-2.1062
FAM18B	-0.04175
LONRF2	-2.09866666666667
PTPN2	-0.54675
SF3A3	-1.1095
EFCBP2	-0.02325
HCFC1	-1.58883333333333
AHNAK	0.9357
ACTR5	-0.7185
KIF14	-4.19685714285714
TENC1	2.03375
HEATR5B	0.857
YIPF2	-0.2435
MYEOV2	0.160166666666667
DUSP18	0.6655
KIAA1012	0.5625
AHR	-0.207333333333333
C17orf53	-2.67366666666667
PTPRH	-3.842
ATP6V1C1	0.5743
TAS2R3	-0.52
LOC440356	-1.3955
COQ10B	-0.11025
PSMF1	0.6635
SORBS2	3.93616666666667
NFE2L2	0.56375
TMCO7	-0.019
SH3PXD2A	-0.3729
SH2D2A	-0.775
SPINK5	-0.984
MRPS24	-0.5945
OPA3	0.070375
TRAF7	-1.36133333333333
C4orf35	0.133666666666667
MT1G	-0.394125
MGC39545	0.0205
HS1BP3	1.1158
OR2B2	0.225
CHRM4	0.2425
SFRP2	-3.81341666666667
RIC3	2.36175
ART1	-0.122
C6orf1	-0.924375
DUS4L	-0.8205
C10orf104	1.21075
TNFAIP6	5.07075
RTEL1	-1.7415
CCT4	-0.7329
ZNF709	0.2705
CHMP6	0.342166666666667
UPP2	0.77125
CYP19A1	-1.47942857142857
CD151	-1.02416666666667
NDUFA13	0.0228333333333333
ARFRP1	-0.740166666666667
FAM26B	0.767
CRYBA1	-0.635
MRPL41	-0.547833333333333
NPFFR2	-1.17475
HRH2	0.358
SCAMP3	-0.526
MTMR6	0.5894
MTG1	-0.808
UBTD1	-0.12425
CRABP1	-1.924
FLJ33790	-1.7569
KIAA1908	-0.756166666666667
GPR158	-2.55775
PACSIN3	-1.72333333333333
OMD	1.36233333333333
CATSPER1	-0.747166666666667
HOXB8	2.2975
FBXO46	0.2735
OAS1	1.03883333333333
SVIL	0.72925
PHB2	-0.193
ADCY3	-0.7765
NDRG2	1.16233333333333
ERMAP	1.3313
APBA2	-1.50283333333333
IGSF9	-2.84225
WNT6	-0.712357142857143
MYCBPAP	-0.793
ATP2B2	0.3848
CPVL	0.9929
TRAM2	-0.64775
NOP5/NOP58	-1.155
ZNRF4	0.09
TLK1	-0.904625
MTMR12	0.150285714285714
ZNF384	-0.434666666666667
FAM9B	-1.53275
RPN1	0.3518
PMVK	0.0135
EIF3D	-0.271
SIX2	-1.35075
HPS1	0.277285714285714
RNF7	0.585
PSKH2	0.4565
KCTD13	-0.467333333333333
CSMD3	-0.4867
FBF1	0.2705
IL8	-3.14375
SERPINB13	-0.0311666666666667
FBXL20	-0.178
BLR1	0.14725
SH2B1	-0.707333333333333
RFNG	-0.926875
RAB20	1.219
RBM7	0.68
POLR1A	-0.4925
TMPRSS4	-3.052
TAF9	-0.8995
TERF2	-0.395333333333333
TNFRSF1A	1.47341666666667
ACADVL	0.116666666666667
GTF2H5	0.5185
EDG8	0.3955
C9orf140	-3.1375
UST6	-0.129
ZBTB8OS	-0.99475
ZNF710	-0.5455
GPR174	-0.6465
ATP6V0A2	-0.9455
KIAA0319L	-0.195583333333333
XKRX	0.605
DOPEY2	-0.0131
SDHD	0.442083333333333
SUMF1	0.87925
OSM	1.783
OPN3	0.038
DAGLB	-0.411
PPFIBP1	2.0723
TRIM63	-2.51225
C10orf53	1.1195
LYPD3	-3.53866666666667
BCL7A	-0.130375
AGER	-0.6075
TCF19	-1.70375
SAT2	1.01875
PFTK1	0.3245
GABRE	0.94925
C15orf38	0.7849
FIS1	0.217
KCNV2	-0.1855
CLPS	0.406
PPCDC	-0.42725
FOXN2	0.126833333333333
NT5E	-2.2213
CD83	0.07375
IL18	1.457
VPS16	-0.267
IGFBP2	-3.33783333333333
NOTCH2	-0.07375
SIGLEC1	2.260625
CD93	6.595
SULF2	-0.07025
CEP164	-0.475
P53AIP1	0.095
TOR2A	-0.408333333333333
ZNF136	0.775
MGP	3.0396
CCDC144A	1.08733333333333
TRPC1	1.1175
SMS	-0.800666666666667
MAPK7	0.3155
RRAGC	1.22575
PARD6A	-1.20183333333333
NUB1	0.549166666666667
SYNGR4	-0.51
OR11H12	0.0955
WIF1	0.382875
GCH1	0.00175
OR11H4	0.1335
SLC44A5	-0.295
GPRIN2	1.257
LOC401431	-1.41025
CPA4	-2.1402
MELK	-3.57333333333333
IL15RA	0.52375
CUL3	0.68875
HMBOX1	0.47225
PODXL	0.829
CCT6B	0.402166666666667
COMTD1	-0.32775
MUC20	2.968
GPX2	-3.617125
ITK	-0.207875
FBXL5	3.171
C13orf27	-0.16475
DEFA5	0.5345
TRHDE	0.42
MTP18	1.292
UQCRQ	-0.195
ITGB2	1.92108333333333
CSRP2BP	0.041
TAS2R44	0.558
PHPT1	0.8365
FAM44C	-0.1505
ERH	-0.1265
MPHOSPH1	-1.89383333333333
MORC1	-0.188
PARVB	-1.2815
LAMA1	-1.47525
PGBD3	0.58725
GIMAP6	5.0345
AREG	-2.58133333333333
LIPT1	0.046
MGC99813	-1.16575
C1orf201	0.621666666666667
GRIN2A	-0.9161
MAN2C1	-0.638125
NSUN5	-1.754
SF3B5	-0.1125
MYC	-1.07975
NRXN1	-0.839583333333333
