Hybridization REF	TCGA-AS-3777-01A-01R-0864-07
CRTC3	-0.317
LRRFIP2	0.5839
INTS4	-0.7845
TTN	-1.1502
SLC26A5	1.207
PLLP	2.6205
RGS6	-0.8255
SRGAP3	-0.154
ZNF525	0.982166666666667
NBR2	-0.310166666666667
C13orf1	0.3951
ZNF137	1.0025
CEP27	0.14275
BEST2	1.051
RNF121	0.55
DMRTC2	1.06575
C8orf76	-0.554
BCCIP	-0.356375
MEST	-2.53925
HTRA2	-0.927
ANGPTL2	-1.7015
ILKAP	-0.193666666666667
ERAS	0.428
HBS1L	-0.960625
CPA5	1.2395
TMEM30A	1.11366666666667
CD300LF	1.53116666666667
WISP3	0.422
CRK	-0.389785714285714
PDS5A	0.2257
BRPF3	0.367666666666667
NEDD9	0.1405
SMPDL3B	-1.31
PSG6	5.39575
PSMD13	-0.5565
ETV5	-1.237
OR51A4	0.3125
BTBD7	0.669
GSTO1	1.267
hCG_16001	-0.006
MAD2L1BP	-0.606666666666667
COX6A2	0.873
SCNN1A	2.16016666666667
LSM1	-0.302
UGT2B11	-3.1625
IDUA	-1.15375
PPP2R3C	0.309666666666667
COX11	0.5885
PDZK1	-2.42075
ZNF443	0.5425
MGC21874	0.7545
ZNF323	2.5586
KRTAP10-10	0.664
CXCL6	-0.515
SLC34A2	0.7703
LOC284402	1.656
NPTN	2.92133333333333
UPP1	3.90416666666667
SLC6A9	-0.4695
OR7G3	0.221
CISD1	1.851
ZNF545	-0.238166666666667
SYT14	0.975
NT5C3L	-0.1425
ZNHIT3	-0.406666666666667
SNRPD3	-0.75175
KIAA0701	1.480875
UNC93B1	-1.08416666666667
GMNN	-1.53325
SPCS2	0.765333333333333
LOC388524	0.706
NAPRT1	-1.213625
PNLIPRP1	0.4745
OR6V1	1.013
PRKAB1	1.64225
EYA4	-2.3605
KIF20A	-3.7785
ALG10	1.05125
ITPKC	0.265166666666667
LMX1B	0.394666666666667
RPUSD4	-0.159666666666667
C7orf34	0.288333333333333
DLGAP2	0.445142857142857
PFN1	-1.4391
MICALL2	-1.79941666666667
ZNF654	0.174
SS18L1	-1.009
SLC16A8	1.475
MKI67IP	-0.531
ITGB3	0.37425
TCEA3	1.60991666666667
CEP152	-1.3266875
CLIP1	1.497
ZNF75	-0.0279375
ATP5C1	1.83383333333333
NUDT5	-0.943166666666667
PSCDBP	2.398
UBP1	0.1565
RBM27	0.38725
C13orf15	3.27825
ZNF282	-1.662
ZNF222	0.685
COL10A1	1.1365
PRDM15	-1.70675
TTTY5	0.4275
FAM9C	-0.850545454545454
C20orf67	-0.0255
GNG13	0.005
F12	-3.42425
C1orf41	-1.3855
CPXCR1	-0.2945
GSK3A	-0.33775
SUPT6H	-1.01166666666667
PI16	-0.5445
ELL2	-0.572916666666667
C9orf167	-2.50516666666667
PVRL3	0.6524
FLJ38596	1.82475
ADAM20	0.24275
GPR89A	-0.003
GPR87	-0.1695
ZNF30	-1.33225
SMR3B	0.829
ZNF770	0.81225
TRPC4AP	-0.689833333333333
DKFZP686E2158	1.19233333333333
C2orf28	0.428
FREM1	1.30033333333333
LAMA4	-0.142833333333333
ADPRHL2	-0.69625
EIF4G2	0.446833333333333
GUCA1A	-0.203
CTNNA2	2.031875
NUDT15	-0.062
CEPT1	1.05233333333333
ZNFX1	-0.5664
CCDC92	0.66325
TDRD1	-0.089
KCNK5	-1.917
ETNK1	1.22516666666667
LTA	1.3205
TTPA	0.2614
B3GALNT2	-1.284
SC65	-2.2805
PEX5L	-1.368125
EPS15L1	-0.43225
MGEA5	-0.488875
HIST1H3A	-0.514
ING1	-0.3635
BCAT1	-1.993
ORC6L	-3.26645454545455
KLK11	-4.65316666666667
C19orf28	-2.13075
DNER	0.0465
MED22	-1.8755
ETV6	-0.1815
CHAC2	-1.00675
CD300E	0.9635
CEBPB	-0.436416666666667
ZNF398	-0.80425
LRCH3	0.1075
HMGA1	-1.8565
CAPN7	-0.105666666666667
MGC5566	-2.79025
CCL3	2.32575
NANOS1	-0.81825
ZFYVE19	-0.03975
APITD1	-1.66516666666667
PARD3	0.717125
IRAK4	2.1685
SERPINI2	0.4795
CEP170L	-1.61575
TTC9	1.997625
MYOM3	-1.31475
MLPH	-2.536
LOC222699	-1.076
NRG1	-0.674833333333333
TBC1D9	1.97790909090909
TTK	-3.44266666666667
ZNF557	0.7932
DDX41	-1.2735
FANK1	1.2305
UBE2D2	0.762
PSMB10	0.6265
MYH7B	-0.416
GABARAPL2	1.41275
MARVELD2	1.6235
DGCR2	0.2305
UNC45A	-0.912833333333333
C6orf72	1.1755
ZNF683	2.84275
GIT2	-0.1235
CASK	-0.200833333333333
C14orf161	-0.596333333333333
LRRC44	0.335
TIFA	-0.96275
UTP11L	-1.922875
C6orf65	-0.8365
FDPS	-1.7935
DUSP9	-1.1266
SLC17A8	0.317333333333333
OR51G1	0.761833333333333
NANS	-1.504
OLFML1	1.11025
ATP10B	0.63625
NPAS3	-0.318
PRKCA	-1.4641
GGA2	0.76425
LCE4A	1.0775
SPANXN3	0.33125
CCDC115	0.748
SDCCAG3	-1.51725
GLIPR1L1	0.18325
TTC1	1.9905
C17orf76	0.92475
MAD2L2	-0.3325
HIPK1	-1.1179
LRRC3B	-0.0205
CLN3	-0.951318181818182
C17orf47	-0.145
FMN2	-2.929125
TUBB1	-1.243875
WAPAL	-0.226166666666667
C3orf21	-0.854
SCN5A	-0.0906999999999999
SMYD1	-0.04925
BEX5	5.03425
ZNF192	0.149
SEC22A	1.18866666666667
GRIA2	0.203928571428571
KIAA0825	-0.937
NUSAP1	-3.92963636363636
LANCL1	0.003
C15orf40	0.5301
ZNF645	0.473625
GPR61	0.69325
NLRP14	-0.0625
SNX21	1.6037
C1QTNF8	0.695
C17orf46	1.14925
IFNA8	-0.788
SPRR1B	-1.49483333333333
FLRT1	-0.2485
SNX17	-0.671166666666667
ASB2	-1.465
HBG1	-6.012
RPRML	-1.28375
JOSD2	0.276333333333333
PLSCR3	-1.05675
SPOCD1	-1.4895
RAB39	-0.9715
GHRH	0.297833333333333
ITIH5L	0.698
C17orf37	1.2765
SMCR8	0.41425
DPY19L2P3	0.801166666666667
IL11RA	0.0175
GDF3	-3.64383333333333
RPS6KB1	-2.4655
DNAJC19	1.8497
TOP1	-0.52075
CRCT1	1.843875
MPST	0.42775
DPM2	-0.428375
FAM38B	-1.83216666666667
SLC18A1	-2.00516666666667
FARP1	-1.268
PAX7	0.6295
TUBD1	-2.908
GNL3	-1.38
BTG2	1.1852
NDUFS6	0.28925
C1orf79	-2.5455
ERAL1	-1.55975
ECHS1	1.568
VPS4A	-0.370333333333333
CYP11A1	3.273875
ABCC6	-1.42078571428571
PBX4	-1.0305
MOSC1	-1.476625
NCF4	-0.72625
HYMAI	-0.95
NAGPA	-0.29625
OTOP2	0.6385
ACOT12	0.8425
MTHFD2L	-0.801375
LOC441376	-1.79525
C19orf34	-0.068
RAB1B	3.24475
ALDOAP2	0.0045
NTRK1	-1.88233333333333
ARTS-1	0.328
SLC6A11	-1.146
NAP1L2	1.639
CNGB1	0.689333333333333
EPB41L4B	0.820416666666667
FAM134B	5.300125
HS3ST3A1	-2.69916666666667
CPXM2	8.02175
SIRPB2	0.5975
CHORDC1	-1.18616666666667
TRIB3	-1.07366666666667
SLC2A5	0.04475
C2orf49	0.422166666666667
DDX5	-1.52
OR5L1	0.98
ANAPC4	-0.489666666666667
ZSWIM1	-0.093
LOC93622	-0.367625
KCNK3	-0.0372
RP11-35N6.1	1.0555
ZFP161	0.500166666666667
AQP9	3.3305
SLC15A2	-1.74483333333333
MREG	-1.14733333333333
OR9I1	0.821
PDLIM2	-0.801375
ADAM7	0.4725
GSTCD	-0.2435
WDR21A	0.440625
SLC12A8	0.294
TMEM174	1.6215
IGSF3	-0.668833333333333
LRRN1	-2.662
LOC402117	0.2855
SRPK1	-1.90666666666667
LY6K	-1.430125
NFIA	0.2935
PTCD3	-0.809
LEP	0.5095
PCDH21	-0.0206666666666667
MAPKAPK2	-0.175714285714286
NMNAT1	-0.247
LHFPL2	0.18325
C9orf43	-1.03275
DIP2A	-1.15666666666667
ACTR8	0.9265
CCDC34	0.96125
PTPN22	-1.5195
ITGA3	-1.678125
FAM129C	-0.12425
RABGGTA	0.000500000000000003
UNC45B	-0.19825
KIAA1033	0.734625
ZNF510	-0.183333333333333
CYP2D6	-0.157833333333333
SLC26A10	-2.211
STX8	1.253
LUZP1	0.297375
WDR89	-0.1915
EIF4G3	-1.3756
C5AR1	1.16325
ZNF623	-0.1945
A2M	-0.45825
TGM7	0.434
GRPEL1	0.93
LMNB2	-3.3256
ROCK2	-1.02116666666667
SNX16	0.208
CCDC66	-0.5905
ANXA3	3.11625
KIAA1609	-0.71775
EED	-1.20975
RNF32	-0.469833333333333
HES1	-0.89
CLC	0.333833333333333
ISL1	-0.366833333333333
KIAA0528	0.8415
MANEA	0.851875
C1orf61	-2.2815
hCG_2001000	0.25125
RAPGEF6	-0.9523
KIAA0020	-1.10966666666667
NEIL1	-0.57825
C16orf45	0.50725
RBM10	-1.675
C10orf125	-0.921
MRS2L	-0.22725
DNAH17	-1.501875
C19orf10	-1.07625
C1orf160	0.3885
SLFN12	0.9675
EXOC3	-0.231666666666667
HIST3H3	-1.31475
NCOR2	-1.53333333333333
TNFRSF9	-0.824
MFSD8	1.669
ALX1	-3.54883333333333
NOL1	-2.1895
PODN	-0.05725
TIAL1	-0.5415
HIST1H1E	-1.26275
NPY6R	0.80325
TM4SF4	0.047
CORO2A	-4.03125
ETNK2	-1.20733333333333
APOE	1.3926
ANGPT4	0.905
HDGF2	-1.86625
G30	0.019
ST8SIA4	-0.689125
F2RL1	0.44425
FAM19A4	-4.3045
CCAR1	-1.30575
B3GNT7	0.9775
OPHN1	-0.8428
DSCR6	-1.9705
C21orf13	-1.58233333333333
GAS2L1	0.87775
RFX3	-1.45816666666667
COPS4	1.076
BCHE	-5.06466666666667
BCL2	2.142125
HBZ	-3.10166666666667
ARL13B	-0.207
MAPBPIP	0.315
MYO15B	-1.022875
SPZ1	0.46
KIAA1324	-4.62822222222222
PLCL2	4.096625
C4orf29	0.39375
WDFY2	-2.07525
ZNF284	-0.642
NAALADL1	0.5685
DUSP5	-0.3335
PXDN	-2.23816666666667
SLMO1	-1.597
TNXB	1.1995
BIRC7	-0.221
A4GALT	-0.374166666666667
TIMM22	0.32375
FAM110C	-0.43725
TOMM34	-0.591375
ABHD9	0.086
ADAM32	1.19
CRHBP	1.1205
AQP2	0.68375
LOC130355	2.052
ZNF187	0.483666666666667
ZNF816A	1.6425
F7	-0.873875
CNOT1	-0.2897
SLC13A4	-1.07825
ZBTB11	-0.69625
B3GALT5	-0.368
EXOC2	-0.5355
IRS1	0.4327
TMEM1	0.351333333333333
MRPL34	1.73866666666667
SAMM50	0.3095
CDC42EP3	-0.0915
HSF2	-1.2932
MFN2	-0.76
TSPAN7	3.3605
NUCB1	0.778583333333333
RHOH	-2.5595
ARL16	-0.1685
TACR1	0.41575
SFRS5	-1.584
SNX25	-0.024375
RHBDF1	-1.04266666666667
PCDH18	-0.5725
HMG1L1	-1.15725
MYO5C	-0.57025
MAPK10	1.7075
LDHAL6A	-0.3094
NUDT12	3.4495
NCAM1	0.21825
GLIS2	0.623
GGTL4	-0.61025
DAPP1	-1.82175
ATF7	0.57375
KIAA0748	-1.3485
NFIL3	-0.9905
TM6SF1	1.807
SEZ6	0.572875
NANOS3	0.440333333333333
DNAJA3	-1.14566666666667
CLDN6	-1.757
CIITA	1.8686
EPHA4	-1.32883333333333
FANCC	-1.98
CMTM3	-1.83375
PSG3	3.99
MRPL15	1.1605
C21orf59	-1.8195
PLCXD2	-0.2395
C2orf34	-0.446625
UBE2L6	2.842875
MED14	0.0293333333333333
HP1BP3	-0.5865
C6orf208	0.108
TPBG	-1.15925
OSR2	-3.4765
XPC	-0.8885
KLHL7	0.0560000000000001
CCR3	-0.3616
AGTPBP1	-0.605166666666667
PCSK6	-1.92506666666667
STAT5A	-1.9997
FAM18B	-0.64375
LONRF2	0.111
PTPN2	0.385
SF3A3	-1.52983333333333
EFCBP2	0.02025
HCFC1	-2.34183333333333
AHNAK	-0.38135
ACTR5	-1.03775
KIF14	-5.35528571428571
TENC1	0.49525
HEATR5B	-0.62
YIPF2	1.13766666666667
MYEOV2	1.30983333333333
DUSP18	0.859
KIAA1012	0.92425
AHR	-0.758333333333333
C17orf53	-2.45583333333333
PTPRH	-3.30725
ATP6V1C1	0.3873
TAS2R3	0.013
LOC440356	-0.399
COQ10B	1.2195
PSMF1	0.381583333333333
SORBS2	1.15541666666667
NFE2L2	0.44725
TMCO7	-0.1825
SH3PXD2A	-1.6707
SH2D2A	-1.33325
SPINK5	-1.18025
MRPS24	0.588
OPA3	0.7595
TRAF7	-1.16866666666667
C4orf35	0.499
MT1G	1.114125
MGC39545	0.421
HS1BP3	0.4278
OR2B2	1.1895
CHRM4	0.91
SFRP2	-3.73825
RIC3	2.5525
ART1	0.1245
C6orf1	0.725
DUS4L	0.81775
C10orf104	1.301
TNFAIP6	-1.353
RTEL1	-1.61925
CCT4	-1.2611
ZNF709	0.3955
CHMP6	-0.453666666666667
UPP2	0.36775
CYP19A1	-1.33625
CD151	-0.605
NDUFA13	1.56233333333333
ARFRP1	-0.352333333333333
FAM26B	0.01725
CRYBA1	-1.8585
MRPL41	1.79
NPFFR2	-1.751625
HRH2	0.82
SCAMP3	-1.32216666666667
MTMR6	0.7297
MTG1	-0.9715
UBTD1	-0.1035
CRABP1	-1.3915
FLJ33790	-1.1235
KIAA1908	-2.01733333333333
GPR158	-3.0215
PACSIN3	-2.528
OMD	-0.144833333333333
CATSPER1	-0.955166666666667
HOXB8	3.89125
FBXO46	-0.6665
OAS1	-0.830333333333333
SVIL	0.10375
PHB2	-0.26625
ADCY3	-1.842
NDRG2	3.099
ERMAP	0.1803
APBA2	-1.80616666666667
IGSF9	-2.07225
WNT6	-0.242357142857143
MYCBPAP	-1.2905
ATP2B2	1.6044
CPVL	1.7636
TRAM2	-1.23236363636364
NOP5/NOP58	-2.356
ZNRF4	0.5135
TLK1	0.92125
MTMR12	0.838071428571429
ZNF384	-1.21466666666667
FAM9B	-2.02175
RPN1	1.4198
PMVK	0.26775
EIF3D	-0.3427
SIX2	-0.992
HPS1	0.481214285714286
RNF7	0.71075
PSKH2	0.698
KCTD13	-0.405833333333333
CSMD3	0.0289
FBF1	-0.617
IL8	-2.37975
SERPINB13	0.548363636363636
FBXL20	-0.19275
BLR1	0.4415
SH2B1	-0.734166666666667
RFNG	-1.04625
RAB20	-0.0641666666666667
RBM7	0.79225
POLR1A	-0.369333333333333
TMPRSS4	-1.75775
TAF9	0.212375
TERF2	-0.836166666666667
TNFRSF1A	-0.852083333333333
ACADVL	-1.70883333333333
GTF2H5	0.27325
EDG8	-0.7735
C9orf140	-2.713875
UST6	0.42875
ZBTB8OS	-0.82675
ZNF710	0.1815
GPR174	-0.772
ATP6V0A2	0.52325
KIAA0319L	-1.29925
XKRX	-0.9
DOPEY2	-0.5177
SDHD	2.39083333333333
SUMF1	2.70775
OSM	1.7825
OPN3	0.81025
DAGLB	-0.957166666666667
PPFIBP1	0.3298
TRIM63	-2.1975
C10orf53	0.4395
LYPD3	-2.57483333333333
BCL7A	0.163125
AGER	-1.08333333333333
TCF19	-2.27925
SAT2	0.81275
PFTK1	0.628666666666667
GABRE	-2.595125
C15orf38	1.3369
FIS1	1.7305
KCNV2	0.68275
CLPS	0.48375
PPCDC	-0.532
FOXN2	0.564666666666667
NT5E	-2.8663
CD83	1.17125
IL18	2.227
VPS16	-0.97925
IGFBP2	-3.52916666666667
NOTCH2	-2.27075
SIGLEC1	0.96575
CD93	5.014
SULF2	-1.596
CEP164	-1.0205
P53AIP1	-0.1355
TOR2A	-0.157166666666667
ZNF136	0.45825
MGP	2.1204
CCDC144A	0.177666666666667
TRPC1	0.241833333333333
SMS	-0.255
MAPK7	-0.753333333333333
RRAGC	0.187
PARD6A	2.42866666666667
NUB1	0.385666666666667
SYNGR4	0.50525
OR11H12	0.661
WIF1	0.752875
GCH1	2.07
OR11H4	0.855
SLC44A5	-0.1505
GPRIN2	-0.0316666666666666
LOC401431	1.996
CPA4	-2.175
MELK	-3.43288888888889
IL15RA	-0.18225
CUL3	-0.189875
HMBOX1	-0.57925
PODXL	-1.91275
CCT6B	1.62516666666667
COMTD1	2.90375
MUC20	6.68233333333333
GPX2	-1.642625
ITK	-1.606375
FBXL5	2.47
C13orf27	-1.3355
DEFA5	1.5885
TRHDE	2.1655
MTP18	1.80333333333333
UQCRQ	3.1979
ITGB2	0.6145
CSRP2BP	-0.082
TAS2R44	1.164
PHPT1	-0.490625
FAM44C	0.763
ERH	0.46075
MPHOSPH1	-2.78833333333333
MORC1	-0.027
PARVB	0.5985
LAMA1	-0.145583333333333
PGBD3	0.1215
GIMAP6	4.86
AREG	-3.2555
LIPT1	0.35575
MGC99813	-1.324
C1orf201	-0.0398333333333333
GRIN2A	-0.1831
MAN2C1	-0.938875
NSUN5	-0.1655
SF3B5	0.39225
MYC	-2.81525
NRXN1	-0.757333333333333
ZNF18	-0.22625
SPDYA	-0.478625
SLC37A1	0.0675
DECR2	-0.8505
ANKRD38	-1.251625
SPTLC3	0.952083333333333
SUPT16H	-1.493
DTWD2	0.90675
ULBP1	-0.1145
ZADH1	1.57516666666667
OIP5	-3.90775
IL10RB	-0.443666666666667
OTUB2	0.586625
VWA3A	0.0301666666666666
SPIC	1.16516666666667
OR6C4	0.984
PSCD4	0.270833333333333
DPY19L2P2	-0.3445
TRAPPC6A	0.731333333333333
C21orf2	-1.17683333333333
CEMP1	-1.8135
LIN7B	1.9225
E2F7	-3.62533333333333
VCP	-1.153625
LAMA3	3.01775
BGN	0.4545
GPR160	2.92483333333333
COCH	-0.533833333333333
GPR81	2.55283333333333
APOBEC3F	-3.35125
tcag7.1017	-0.694
C1orf32	0.545
SCGB1D2	3.0285
FLJ43987	-0.076
C6orf170	-1.23325
KLK9	2.304
GPD1L	3.0555
VPS37B	0.361
ATG3	0.763666666666667
ADAMTS17	-0.393
KLHDC2	1.75616666666667
NDUFV2	0.98525
BLK	-2.23875
MATN4	-0.986
GPM6A	0.718571428571429
GBP4	3.306
TMEM162	0.405166666666667
PKP2	0.418
HRASLS	-2.676
MMP1	-3.92125
SFXN3	-0.7041
FSD1	-0.901
ST6GALNAC3	-1.1315
CA12	4.6235
NCOA6	-0.2075
C19orf58	1.1201
PPP4R1	0.9725
MAN1A2	-0.206666666666667
IKBKAP	-2.4295
UPF1	-1.2025
KIAA1219	0.79275
WNT16	-0.00850000000000001
SNW1	-0.38075
IL18RAP	2.212
RPP30	0.872
CDC40	-0.520071428571429
SETD3	2.06716666666667
SLAMF6	-0.29425
ELK4	-0.697
TRIM47	-0.862166666666667
ACOX3	0.524125
TRIM6	-2.2545
KIAA0372	-0.610333333333333
TP53AP1	2.46475
SMURF2	-1.38525
ADAD1	0.417
EBP	0.158
KRTAP13-2	-0.4685
FLJ36874	-0.6795
TOR1A	-0.149166666666667
P2RY4	1.209
GPBP1	-0.342
TRPV1	-1.28675
ADAMTS12	-0.654166666666667
PES1	-1.1757
ATG4A	2.55416666666667
MAGEA10	-4.33825
WFS1	0.28775
CC2D1B	-0.831666666666667
PABPN1	-0.42325
SLC25A30	1.646
SLCO1C1	0.701666666666667
SLC22A5	1.691
KIF23	-4.04016666666667
SYN2	0.984166666666667
ASPN	3.55116666666667
CENTG2	-0.587
QSOX2	-2.4237
FLJ10815	0.610666666666667
STK24	0.188625
SPEG	-1.1039
STK10	-0.988833333333333
DACT2	-3.173
AAAS	-0.92975
SSX3	-0.896875
ABCD3	0.0442
C4orf12	1.947625
PARVG	0.095
FIG4	-0.1785
C9orf46	1.49225
TMCO6	-1.3555
IGHMBP2	-1.97975
DUS2L	-0.4105
FAM3C	1.1398125
TMEM16D	4.6005
DCTN4	0.8435
KCNH3	0.84625
EIF2AK2	-0.45575
AP1S3	1.05925
CST4	0.725
PAM	1.281
NUTF2	0.20875
CITED2	-0.2954
SLC39A4	-1.783
C2orf52	-1.319
GRM3	-0.45125
C12orf49	2.86175
CCDC49	-0.5195
GRAMD1B	-0.753
FNDC4	-0.337
SIAH2	-0.912625
GDPD4	0.57175
C21orf87	0.292625
ATP5A1	1.618
C16orf63	-0.124875
LOC388135	3.46966666666667
ATP5J2	0.936375
MMP3	-5.342
EMID2	0.17675
CRHR1	0.944
WDR70	-0.77575
C13orf31	0.6125
ZFAND1	-0.3465
CCL18	5.48233333333333
C3orf49	-0.6955
RINT1	-0.057
KIAA0408	-2.51183333333333
F13A1	3.8431
SLC10A1	0.0821666666666667
OGN	-2.5055
GIPC2	-2.2574
XPO6	-1.23633333333333
LCE1A	0.598
FMR1	1.0295
LOC374920	-1.22225
DUSP3	1.799375
ANKMY1	-1.09075
C7orf50	-0.3675
BBS9	0.0957
UNC119B	0.084625
C9orf72	-0.110625
MGC35440	1.08825
ENTPD6	0.120875
PPP1R2P9	0.30675
ERCC4	0.74975
FAHD2B	-0.3155
HMHA1	-2.1595
HACL1	-0.06225
RAD23A	-0.457333333333333
FAM83B	1.15925
PPP5C	-0.964333333333333
RNASEH2C	0.621
C9orf153	-0.47375
SCAMP4	-0.000499999999999997
GHITM	1.9836
NDUFB7	2.30975
ADCYAP1	4.495
SP110	0.0416666666666667
MAP3K7IP2	0.40375
DHH	1.4255
AGRN	-1.13407142857143
WDR33	-1.15766666666667
CEP290	-1.1415
PRPS1L1	-1.05083333333333
KLRA1	-0.872
GPR97	0.812
CHD7	-2.86233333333333
TLR10	0.68575
SLC30A8	-0.188
HIC1	-0.341833333333333
IAPP	0.8635
RXFP4	0.89025
GP1BB	0.995
SHQ1	0.2765
NKX2-3	0.595166666666667
API5	0.57325
FTHP1	1.542
MOV10L1	0.454333333333333
TRIM6-TRIM34	1.31766666666667
ADHFE1	1.54025
FAM117A	-0.855
DDI1	-0.214333333333333
CDON	-1.79933333333333
TRIM73	-2.349
IGKC	2.301
MMP14	-1.41525
DYNC1LI1	-0.154875
C11orf66	0.7425
TRBV3-1	-1.89625
FASTKD5	0.3645
BIVM	-0.93
LHX4	-0.75625
CXCL2	-1.8934
RAB2B	-0.447166666666667
IZUMO1	-1.142
MAP3K15	1.59925
FAM19A2	1.49083333333333
ZC3H8	-1.43716666666667
ZMAT1	1.091875
SPINK5L3	2.075
SLC10A6	0.661
APPL2	-0.63875
CARD10	-1.6505
LOC402176	0.379875
EEF1D	-0.2436
RAB6A	1.5525
C12orf5	0.749
PAPOLG	-0.6025
MSRB2	1.046
BCR	-0.245111111111111
PUS3	-0.2045
TIAM2	0.9715
ZNF317	0.3245
CHD2	-0.144928571428571
FZD5	-1.36568181818182
NUDT8	1.77375
ZNF763	0.5615
PRC1	-3.80333333333333
ABCB9	-0.381166666666667
SPATA3	0.39875
TRAK2	1.969875
STAB1	2.59125
LRRTM2	-0.122833333333333
psiTPTE22	0.7635
DBI	0.28425
SERPINA11	-2.5295
NAT5	0.38575
C20orf58	-0.848
RPS6KA4	-0.4695
FLJ90650	-0.149
TGFBRAP1	-1.34675
CHRDL2	2.740125
FAHD2A	-0.608666666666667
CNTN1	0.19375
BBS4	-1.25
TMEM181	-1.05975
MINPP1	0.71375
MPHOSPH6	0.514583333333333
HOXC10	0.7043
ITPKB	-0.191125
CLPTM1L	-0.375625
MEOX2	-1.72766666666667
ATP6V0C	2.46775
PRPF8	-1.6945
TMC5	1.9405
FKBP3	-0.45
PLEKHB2	1.890625
OR4D6	1.1465
ZNF544	0.517
D2HGDH	-0.4675
RPL18A	-0.00720000000000001
HEL308	1.014875
MPP6	-4.9345
TCERG1	-1.87425
KRT16	-2.00116666666667
KLF17	-1.34225
KLF5	-1.045
CDR1	-0.394875
VCX3A	-3.793
FBLN2	-0.62275
C14orf104	0.33875
HBE1	-5.058
OR4S2	0.6495
C1orf108	-0.539166666666667
ROBO4	3.93483333333333
CPEB4	2.3005
C11orf80	0.5535
BCKDHA	0.972166666666667
MYOC	0.484333333333333
GIF	0.1215
CKMT1A	2.614
RPL3	0.9757
THBS1	0.05875
APOO	2.159
ARMCX1	1.46275
HSZFP36	1.206
SNAPC5	1.039
EIF4ENIF1	0.9765
ZNF433	1.21825
TNFRSF21	0.599625
TMPRSS7	-0.2065
SPATA18	2.8447
HPDL	-2.2995
MKL2	0.556
TBX3	-3.15653846153846
C21orf93	0.6155
DAXX	-1.30875
ELMO1	0.041125
RGS13	0.532666666666667
TAF11	-1.961
UNC13A	-2.22925
LOC653314	-0.4072
ORC3L	-1.21675
IMAA	-3.2225
TARBP2	-0.492
CABIN1	-1.1326
TRIOBP	0.3403125
HIST1H2AC	-1.488
RGS22	-3.38
NCOA1	0.792
IL25	-0.399
SNCG	0.4855
GPR6	0.5135
AMDHD1	-2.32216666666667
CHEK2	-2.734125
C6orf142	1.19575
DRD4	0.4625
C14orf68	-0.40275
GDF11	-1.94675
SEMG2	-0.468
CD247	-0.91125
CDAN1	-1.28325
RBMX2	0.257833333333333
TGS1	-1.13125
OIT3	1.7435
SYF2	0.05325
MCM4	-3.821875
PKHD1L1	0.16575
CEP192	-1.18133333333333
IFT88	-0.9055
RPL9	1.58264285714286
RAB32	1.532875
DDX43	-3.4455
P2RX2	0.762166666666667
OR5D18	0.495
UBE1	-0.926916666666667
SLC24A1	1.02375
ARHGAP5	1.40025
CETP	1.1935
KIAA1731	-1.38616666666667
SLC9A4	0.6995
PTPN6	0.12125
BAHD1	0.69475
GRIK3	0.548
CACNB2	0.9782
PDE10A	-1.0435
DGCR14	-0.33675
PCDHB9	-1.583
RHOQ	2.4995
MAP3K4	-0.83625
KTI12	-0.432833333333333
RPL23AP13	-1.55475
GNG11	2.78175
CLCN3	2.309
GPAM	0.77325
VSTM2A	0.968
SLAMF7	2.39483333333333
INTS2	-1.75275
PPP2CA	0.8045
LRP12	0.130333333333333
SEC14L2	-0.200777777777778
DKFZP586H2123	2.34425
MC3R	0.5305
CIRH1A	-1.59933333333333
HIST1H2AB	0.7815
POLH	-1.963625
MGC16703	-1.99916666666667
SNAPC2	-0.395
FILIP1L	0.49625
RASGRP4	0.8005
LRRC1	1.1145
GAS1	-2.4005
PRAC	-0.10975
DGKA	-1.89733333333333
NT5C3	-0.461
PEG3	-2.59458333333333
NADK	-0.979
PRR17	0.15475
LOC374569	0.0975
SGSH	-0.817166666666667
NLRP8	0.175
GALT	-0.3621
MCF2	-0.47
ZNF263	-0.876
TACSTD1	1.0785
TYR	-6.0798
ATP6AP2	2.5285
RNUXA	0.44475
ABHD10	2.8781
GDPD2	-1.27375
SLC35C1	0.09325
UBE2A	1.078125
HERC5	-1.33583333333333
FAM112B	-4.367
FBXL16	-1.14975
DKFZP434A0131	-0.73075
ELA3A	-1.036
RBM41	-0.795875
HAO2	0.1085
RNH1	-0.879875
SHANK2	0.145
OSBP2	-0.85925
DAK	-1.474
C3orf58	-0.761333333333333
TCL1B	-1.172
KBTBD2	-0.438
SUGT1L1	0.80025
UBE2E2	1.6255
MYL9	1.58175
CDC23	-0.135666666666667
PBXIP1	1.4721
CXorf40B	1.9545
NBL1	-0.8
RTBDN	0.727
RAB11FIP5	0.3845
TTTY13	0.3495
SCOTIN	-0.507416666666667
SOHLH1	-0.8245
CDKN1A	0.318214285714286
NCK1	0.192
ZNF550	-0.08125
SAPS3	0.409833333333333
SPIN3	-0.113
MAGEE2	1.09275
MIS12	-1.22866666666667
OR8H2	0.961
KIAA0774	-0.433
UNC5D	0.2975
CUL7	-1.58783333333333
LIPC	-0.803
DIO1	-2.83625
C20orf11	0.1393
CTRL	-0.52275
HS3ST2	3.00825
PAK4	0.351333333333333
CCRL1	3.3995
RNF10	0.767375
ZNF567	-0.12775
