Hybridization REF	TCGA-BP-4161-01A-01R-1188-07
PPP1R1A	3.270625
TRPV3	-0.75525
ASXL1	-0.529625
C17orf55	0.254666666666667
FXYD1	-0.0395
LMOD2	0.1375
ANKRD33	0.839
LCE2C	-0.103125
ZNF620	-0.7785
DKFZP566E164	0.7535
VSIG2	0.14425
KIAA1128	1.06325
USO1	0.512666666666667
NUDT4	-0.239571428571429
CLDN1	0.508571428571429
OR4Q3	0.15
FASTK	-0.4075
ICOS	2.77466666666667
LDB1	0.00225
GSTA5	5.469
ABCC1	-1.31383333333333
FAM54A	-3.3515
PCBP2	0.220666666666667
NUP205	-1.722
ACTA1	-2.12316666666667
GABBR2	-1.45975
PIP5K1B	-0.926333333333333
AGXT	-1.03983333333333
RNF181	1.19775
ATP8A2	1.46625
AFTPH	1.4070625
FGF21	0.1355
FCER1G	4.11825
SNTB1	-0.9075
SLC24A3	-1.775625
TXNL4B	-1.16
RPL10L	0.697833333333333
LOC389517	-0.73795
TSGA13	0.207
SHOX2	-2.825
ITGA7	0.4326
KCNIP2	-0.490833333333333
KLF13	0.6285
ZFAND2A	0.06625
CEACAM1	0.2275
PFKFB4	-0.517333333333333
MED19	-0.22225
LRRC57	-0.112833333333333
RNF11	0.62425
ANKRD32	-2.477
P117	1.55125
OBFC2A	0.608
POLD3	-0.403166666666667
RAB18	0.66025
TPH2	0.358833333333333
PHB	-0.0714
JDP2	1.34866666666667
MORF4L1	-0.1585
POU2F1	0.03325
CNNM2	-0.7505
LOXHD1	0.079
ZC3H15	-0.233
ELK3	0.4625
FAM111B	-1.719
CBLC	0.771333333333333
SBNO1	0.12925
ANKMY2	0.07925
PLEKHA5	1.3415
DHX58	1.12733333333333
ARCN1	-0.692666666666667
TREML1	0.4182
KNCN	1.415
SEC24A	-0.2045
PSCA	-1.96
MGC24125	0.585166666666667
DNA2L	-2.6095
CIB4	0.9915
HIGD2A	0.806
TBX6	0.4535
TTLL5	-0.8285
SGK3	0.434666666666667
GCN1L1	-0.78825
AMOT	0.3731
LDOC1	-0.692833333333333
NRK	-1.641
ASB9	-0.22975
NAT1	0.8787
TRAFD1	-0.78875
PEAR1	0.441
FAM36A	0.94775
OR1S2	0.5818
LOC388323	0.24625
PGS1	-0.986333333333334
LEPREL1	1.83625
TFF1	-3.49216666666667
HAP1	0.07
EPHB2	-0.355
ACTG1	-0.315166666666667
ZFP42	-1.49883333333333
HAVCR2	4.0111
NME1	-0.8505
SNX26	0.827666666666667
LACTB	0.744666666666667
ZKSCAN2	-1.134375
C5orf35	0.9275
ANKS3	0.97725
RBM28	-1.05375
DKFZP586P0123	-1.18175
HNRNPA1	-0.664333333333333
BCAS3	-0.905083333333333
FLJ20184	-0.0675
POLA2	-1.29
TMC7	-1.77066666666667
HSD17B6	-2.835
ZNF658B	0.903166666666667
TTTY10	0.108333333333333
RANBP9	-1.21116666666667
CPNE7	-1.45583333333333
EVL	-0.183
LNX1	0.00483333333333336
IFNA21	-0.2975
CFD	1.73175
PYCARD	1.47916666666667
MYBPC2	-0.471
ENPP3	4.915
ACSL4	-0.6315
LOC440258	0.184333333333333
TMEM176B	4.963
SOX2	-4.518625
SCO1	-0.482666666666667
COMT	-0.59775
AOC2	-0.03225
PDLIM5	1.06485714285714
SPHK2	0.0878333333333333
NXPH2	-1.0595
GPR108	0.355166666666667
RAD51L1	-0.657166666666667
TMEM54	1.05175
LETMD1	-0.307222222222222
SLC6A17	1.15575
KRT75	-0.441
STT3B	-1.07566666666667
CD3EAP	0.0181666666666667
TMEM63A	-0.5175
DUSP13	-2.0345
CD1C	-0.746166666666667
LASS2	0.982166666666667
AVP	2.532
PITPNM1	-1.35375
FLJ22795	-0.9175
MCTP1	-1.25725
TRIM68	0.586
UCK2	-1.87183333333333
ABHD1	2.27375
FAM50A	-0.215
RNASEH1	-1.32283333333333
PCP2	-0.481333333333333
OR52H1	0.4905
C20orf149	-0.09775
RBP5	4.76983333333333
HYAL3	-1.00025
CLPB	-0.81775
SMNDC1	-0.805
DONSON	-2.52416666666667
FLJ27523	-0.128666666666667
BARHL2	-0.591
SLC30A9	-0.271
TMPRSS11B	-0.00649999999999998
E2F8	-1.5185
CCDC25	-0.0341666666666667
C14orf48	0.346
C20orf116	0.400625
TSPAN11	0.4125
YIF1B	-0.877
FAM12B	0.365
OR1L6	0.181
HPN	2.483
NBN	0.59325
C14orf94	-0.210333333333333
OCLM	-1.337
ZSCAN18	-0.0579
L3MBTL	-0.7144
TSTA3	0.195333333333333
RAC1	0.22525
C19orf15	0.465333333333333
NFE2	-3.599
KLK14	0.431
ARSF	3.1705
MAST2	-1.23016666666667
AMICA1	3.79833333333333
GTF2A1	0.533125
ATP1A3	-1.106
TC2N	1.5532
PNKP	-0.27375
ODZ2	1.875375
MATR3	0.64275
S100P	-3.14375
KRT82	-0.733
CA13	0.126
PROZ	-2.04316666666667
AASDH	-0.090375
C19orf40	-1.175
DCK	-0.171307692307692
FAM5C	-0.57125
SLC6A4	-3.109
MID1IP1	-0.538375
TESSP5	0.257
TMOD4	0.0335
DOCK2	-0.0676666666666667
TUG1	0.315375
NUP214	-1.41125
DPYSL2	1.29804545454545
GOLM1	-0.516916666666667
MPFL	0.147
SOX13	0.4545
SDCCAG8	1.231
KEL	-1.9455
NUP210L	-1.99825
GK	0.97675
DNAJB1	0.18475
ALPK3	0.578
CHID1	0.5893
CYLC2	0.682
IKZF5	0.1395
C8orf51	-0.1265
PPM1J	-1.45975
GIMAP8	4.65883333333333
GPR101	0.67
NR2F1	-0.9515
ACAD8	0.32475
RBM35A	-2.80825
GNAI2	-0.00283333333333335
METTL8	-0.3155
SLC39A7	-0.7375
FBXO8	0.75775
CAMK1	0.7005
RFC3	-2.040125
FAM129A	0.755928571428571
ILF2	-0.419
FGFBP3	-2.019125
NOM1	-1.71683333333333
PSMA3	-0.76
ASCC3	-0.2894
ZYG11A	-3.146
SOX21	-1.622
LYRM1	0.9035
DEFB1	5.171
LOC91431	-2.657
OR7C2	0.7585
FAM46B	-1.544375
TMEM18	0.456125
ARHGAP30	1.6655
TMEM86A	2.46358333333333
EPHA2	-0.163166666666667
C10orf46	-0.1229
TCHH	1.05116666666667
C3orf30	0.196
LOC285636	-0.3695
PAIP2	0.184
CYP2U1	-0.119375
C12orf34	-0.14725
SARS2	-0.537833333333333
ZCWPW1	0.25075
SAMD12	0.318571428571429
KIAA1430	0.118
ACAT1	0.1795
MEOX1	-0.975666666666667
ADAMDEC1	7.27
PHKA2	2.129
CARD11	-1.171
CALML4	2.7625
TSSC1	-0.5315
TMEM45A	0.853666666666667
MPP7	-0.671875
POU1F1	0.8485
SLC2A13	0.3533
FBN2	-2.17978571428571
ZC3H7A	0.5564
LAIR2	2.65325
ST3GAL1	0.171
LCT	-2.945
GEMIN8	0.861333333333333
KLF16	1.1641
HIF3A	0.4193
FAM44A	0.5485
AQP10	-0.78
PLA2G2A	-2.1045
FOLH1	3.35183333333333
C20orf186	0.2065
MAPKAP1	-1.439375
SPRR2D	-1.754
UBQLN4	-1.18583333333333
RSHL1	0.5625
PIAS3	0.154125
MRPL24	0.4925
GREB1	-3.58725
FAM27E3	-1.3795
NUP62CL	-0.53225
NEUROG3	3.0135
REEP3	0.7895
MARK1	-0.964
LMBRD1	1.547
PRPF19	-1.7475
PNMT	-1.23083333333333
CTGLF1	-0.9955
SLC25A16	0.83125
EIF2B3	-1.4895
RPA2	-0.5425
PAK6	0.109166666666667
CCDC26	-3.211625
SEMA3E	-1.96675
MXD4	1.2733
TNFSF10	4.2699
SMARCB1	-1.6395
DTX3L	1.30866666666667
PLA2G4E	-0.6825
PPAP2A	2.26325
ULK1	-0.864166666666667
TAS1R3	0.375
SLC2A3	-1.28409090909091
ARID3A	-1.52275
GNG5	-0.19025
ACOX1	0.0448
KIF5B	-0.78425
NUP153	-1.25475
MUC7	0.726
CSDE1	-0.800428571428571
CLPTM1	-0.82725
C3orf23	-0.35325
LRRC17	-1.52183333333333
TTYH3	0.27125
ATP5B	-1.07
ELF3	0.8793
CPSF3L	-0.630166666666667
ZNF665	0.673333333333333
TLR6	1.2369
GPI	-0.0565
RAD9A	-0.131
NDST4	-2.891
AGPAT3	0.471166666666667
MAGI3	-0.1545
ADORA2A	0.01475
CACNG7	0.0645
CAMK2D	0.565714285714286
CCHCR1	-0.95925
RPS27A	0.03475
OR10G7	0.215333333333333
GCM2	0.21
FAM135B	2.9203
E2F1	-1.61025
PLCB3	-1.3265
OR2AE1	-0.323
COIL	-0.559166666666667
CDC25C	-2.59216666666667
RAB11FIP2	1.19733333333333
TSC2	-0.45125
CTGLF5	-0.853
CCDC108	0.5505
OR13C4	0.53675
C10orf81	-0.741
PTPRB	3.298
ACP2	-0.32875
LAG3	3.343
MRPL54	0.9915
LOC201175	2.279
ITGB1BP3	-0.275
SPTAN1	-0.847
SIPA1L2	0.00825
RCAN2	1.9545
CDX2	-0.71
ECOP	-0.41675
ACTR1A	-0.118642857142857
PPARG	0.401166666666667
BBS10	1.40383333333333
TMEM44	-0.66875
BPIL2	-0.1585
CITED1	-1.26625
IRF6	2.01925
PRDM4	0.239
RRP9	-1.20383333333333
OR10H4	0.677
IL31RA	-1.4855
GNB1L	-1.18633333333333
MYBL2	-2.484875
ZNF407	0.845166666666667
PPIG	0.068
TTC18	1.6865
RPSA	-0.885
MAPT	0.8105
MRE11A	-0.246357142857143
C8orf37	0.0496666666666667
RASGEF1C	-0.5555
STBD1	-0.06175
CTAG2	-0.408
MGAT5B	-1.94533333333333
ECM1	-0.8415
RLN1	0.478
PARP14	2.160125
EPB41L1	1.2967
HOXA3	2.35775
MAGEA9	-5.078
RPS8	-0.224
RPS19BP1	1.049
FOXJ2	0.149875
C10orf76	0.314375
IL17RE	-0.319
C10orf65	4.057
ZNF343	-0.748666666666667
FBXO33	-0.478375
UHMK1	0.3848
LY6G6C	-0.77275
FGF19	-2.107
C14orf128	0.342166666666667
IFIT2	4.001125
TIGD1	-0.2915
S100G	-0.451
GUCY1B3	4.012
NR3C1	1.0327
CORO1B	-0.2765
PARP11	0.74175
DNALI1	2.24266666666667
OR4N4	-0.11675
MAP2K6	0.190833333333333
FSTL4	0.10275
ANKRD47	2.09225
TMEM171	3.038
PNLIP	0.7145
YY1	-0.0131666666666667
CCDC138	-3.20016666666667
AASDHPPT	-0.4894
CKS1B	-0.7162
MCM3	-1.77716666666667
ANAPC7	-1.29366666666667
FAM110A	0.1095
CDC37L1	0.2835
THTPA	1.25375
NBPF20	0.345
WDR24	0.2935
NPTX2	4.84925
CBLB	0.570666666666667
CETN1	0.338666666666667
RPUSD1	0.0025
FAF1	-0.71575
CDK6	-1.5185
HMX2	0.35
CSK	-0.0101666666666667
TEAD2	-1.30525
SNAP25	1.903
TUFT1	0.1984
TMTC3	0.8865
LCK	0.28675
SGOL1	-2.31866666666667
AKTIP	0.49325
FURIN	-0.308
SOX12	-1.25933333333333
DEFB103A	0.22025
RAMP1	-0.5785
KIR3DX1	1.3005
GAS2L3	1.53925
PDE8A	0.1689
EDN3	-0.98975
GMIP	1.26625
SF3A2	2.40375
FN3KRP	-0.0325
SMAD7	0.23575
RHBDD2	0.08275
OR11H6	0.195
PPP1R3B	2.658
C9orf23	0.074
CADPS	-3.2825
GOLGA8A	-1.200625
TMEM57	0.2705
RGL3	0.9565
S100A14	-2.59025
FGFR2	0.634375
XRCC3	-0.81475
RTN4RL2	1.004
MGC3771	1.8655
GH2	0.09
BTBD2	-0.468
LMO2	1.3635
RDBP	-0.125125
ACRBP	-0.41225
AMY2A	3.18025
DUOXA1	0.934
PTK7	-1.626
TWF2	-0.410333333333333
FAM80A	2.745
TNNI2	-1.1825
GLT25D1	-0.957166666666667
OCC-1	0.855
CYC1	-0.0948333333333333
RPL22	0.0490454545454545
MORN3	1.07266666666667
DISP1	2.00775
PRB2	0.104
CHUK	-0.55375
HR	-0.470125
CCDC134	-0.304375
DENND4B	-0.18225
C14orf130	-0.407375
RAB33A	0.42925
DCST2	0.86
TNMD	2.78725
PEX7	0.51875
FAM62A	0.45925
SRD5A2L	0.30075
IL22	-0.16275
RPS26	-1.12533333333333
HOXC5	0.826
SPATA6	1.04625
FLJ38482	0.56775
ZNF234	1.595
C18orf22	0.852
SPATA22	0.4435
THOC1	-1.4845
CYP7B1	5.0205
KCNC3	0.522
C8orf42	0.8575
ALDH1B1	-0.588333333333333
CCDC100	0.7278
ARMC4	-4.33
FAM18B2	-0.60525
SLC44A1	0.045125
FBXO17	1.84266666666667
C6orf107	-0.876
C19orf29	-0.59525
ZC3HAV1L	1.2115
PARP6	-0.1532
SULT2A1	-4.4115
C1orf159	-0.8375
TMC1	0.62975
CHST14	-0.4395
GAMT	0.484
SMCP	0.126333333333333
TSPAN33	1.51083333333333
MIDN	0.513375
NOX4	3.515
RNASEN	-1.2967
TBX1	-2.222
SALL2	-0.90475
C10orf35	1.18025
CYP2E1	-0.39475
LRFN2	-0.835833333333333
ACO1	-0.00149999999999999
IQCG	0.3733
MEGF9	0.75275
TM7SF4	2.11425
PLEKHA1	2.44933333333333
STK33	-3.3725
C1orf210	0.491
SNUPN	0.3253
KIAA0406	-1.7158
C20orf29	0.81475
TMEM55B	0.05475
OSTM1	0.3218125
CLCN7	0.16
OTP	0.446
FLJ23049	-0.39125
HEATR4	-0.1815
MAP3K10	2.01183333333333
PCDHGA9	2.0045
AMDHD2	0.66725
LCTL	-2.71
PDCD2L	-0.47875
CABLES2	-1.95475
SLC5A9	0.70875
CLCA2	-3.7098
MGC16025	0.6015
STRAP	-1.19566666666667
C20orf196	-0.2645
RRBP1	0.553333333333333
NAT13	-1.0805
MAT2B	0.97925
CSNK1D	-0.306666666666667
KIR3DL1	1.0415
PRKAG3	-1.4555
ZNF599	0.9925
PRM3	1.1965
PER2	0.837666666666667
ASPHD1	-0.1935
PRMT6	-1.28575
KCNE1L	0.0054285714285714
FAM118A	0.346666666666667
TAF4	-0.68725
NDUFB6	-0.11525
TRIM9	1.095
PMFBP1	-0.02225
KY	-0.135
DKFZp762E1312	-2.92872727272727
CSMD1	-1.8405
TBP	-0.3605
OR1Q1	-0.0955
RETNLB	-0.3165
HPGD	2.26464285714286
DNAJC12	-2.6875
FKBP1B	-1.0715
ANKRD24	-0.239833333333333
CXXC5	1.34333333333333
IL3	0.686625
DRAM	2.4346
PTCH1	-0.485625
TP53BP1	-0.6385
SLC17A7	0.136375
COL25A1	-1.5575
AMACR	1.99783333333333
RHCG	-0.4585
VPS13A	0.10825
FAM55D	1.3875
PRPF38B	-0.292083333333333
OSBPL6	-2.965
PFDN5	1.9985
CMTM6	0.071875
KCNK12	-1.20375
RP2	0.67525
C16orf52	-1.1695
PICK1	-0.4205
IFNE1	1.10516666666667
SEMA4B	0.37525
TYRO3	-1.08675
OR12D2	-0.0105
CSNK1A1	-0.1138
FANCF	0.537
LONP2	-0.03375
TBL1Y	1.19575
LDOC1L	-0.124125
CCNC	-0.447
C3orf60	0.3475
CHKA	-1.86175
UBAP1	-0.51275
MAP3K1	1.04
ANKRD9	-1.1345
FAM92A1	-0.357166666666667
GAB2	-0.201
AZU1	0.1455
DIS3	-0.46175
C21orf109	-1.63925
IQCB1	-0.35525
SPATS2	-0.912333333333333
EFCAB3	1.5975
PRB3	0.274875
FUZ	0.0493333333333333
ZNF813	0.297875
BMPER	-1.093
HEG1	0.12325
ALS2CR11	-1.7965
SURF2	-0.0465
PSMC1	-0.200916666666667
OR2D2	1.081
SLC7A8	0.670166666666667
C4orf40	0.4565
SPATA7	0.987
MAZ	0.517166666666667
PIN4	0.032
PDE1A	4.137625
TAF6L	-0.118333333333333
OR2T34	0.7565
KIAA0284	-0.85275
ACADS	1.387
MKRN2	-2.0365
C18orf56	0.71125
MS4A6E	0.9425
GALNT4	0.6168
C22orf31	0.591
FLJ36070	0.7275
PSME4	-1.07425
TFG	-0.0782
EPHX2	2.28475
ANXA5	0.3415
KRTAP1-1	-0.6366
BATF	1.57125
KARS	-1.401
MSTP9	4.227
GPR26	-0.3
CCDC72	-0.6345
TEF	1.10083333333333
FOXK1	-0.6371
PRLHR	-0.1495
EMX1	3.63825
C11orf30	-0.778625
ICK	0.00374999999999999
THSD7B	0.596
C21orf100	-0.6955
DUOX1	0.9445
EFCAB4B	-0.949
UBE2G2	-0.489
C3orf54	1.838
PARP1	-1.76775
FAM60A	-0.750416666666667
C6orf146	-0.6135
OR9K2	0.706
DDX55	-1.31066666666667
RPS15	0.905083333333333
ZNF618	0.5415625
DKFZp686D0972	-0.13475
SSPO	-0.3175
SHFM3P1	-0.5325
CPA6	0.65925
JAG2	-0.18175
DEFA3	2.4375
PPBPL2	0.1146
CD34	4.963625
SLCO4A1	-2.063375
AFG3L1	-1.41133333333333
SHD	-0.4795
RP13-122B23.3	-1.31116666666667
PRKCSH	-1.0545
DPH5	-0.567833333333333
HLA-F	3.48425
TBC1D4	-0.2535
RIG	-0.0891666666666666
GLUD1	-0.0756666666666667
HNRPCL1	-1.199125
HBXIP	0.798
RNF207	-0.343
APIP	-0.412
PLA2G3	-2.5255
CCDC84	-0.22175
MYLIP	0.109461538461538
PHIP	-0.458
AARS2	-0.1655
DHX32	-0.155
SCAPER	0.3705
MEN1	-1.047625
NIP7	-0.7525
FLJ25404	1.54
FASTKD3	-0.18175
TMEM158	-1.94683333333333
RARA	1.38
BDH1	-1.587
ANKRD16	0.23175
CARM1	-0.019
SS18	-0.392333333333333
IKZF2	0.317166666666667
MYD88	-0.089875
PML	1.36
TAF1A	-1.35525
CBFB	-0.475125
HIST1H3H	-0.417833333333333
C7orf29	0.2535
COMMD4	-0.702833333333333
DPP3	-1.16075
DAB2	3.360125
LOC388882	-0.1525
YPEL4	1.180875
AGBL3	1.9735
LRP6	0.1888
SERPINH1	-0.26875
TLE1	-0.19325
CD244	3.00033333333333
ZDHHC15	-2.30525
MGLL	2.0288
PLDN	0.489833333333333
LOC654346	1.9595
FAP	-1.586
GPR37	-1.41283333333333
SCARA5	-1.50833333333333
EBF4	0.324727272727273
LSM6	-0.2685
MLLT1	-0.60925
SLC5A12	4.69825
A2BP1	-1.83533333333333
COPS5	-0.5255
TPM4	-1.47007142857143
TNFSF4	1.64283333333333
ACADSB	-0.0914444444444445
HERPUD1	1.99225
BCL2L11	-0.627111111111111
CEP78	-2.091625
CDCA3	-1.861125
WBSCR19	0.3966
MYO1A	-1.047
PPEF1	0.392333333333333
LOC440348	-0.32475
CPEB2	1.773375
BPTF	-0.6385
RPL21	0.553625
GSX2	0.369
ADPRH	2.38033333333333
C17orf68	0.2005
KCNS1	-1.1265
MLLT6	0.0299
PIWIL4	2.08425
RNF26	-0.65275
RAP1B	1.239875
ADAMTS1	-0.8961
ZNF571	0.36275
P2RY6	0.94425
TRIM21	1.37583333333333
CADM3	0.585
NLRC5	1.31766666666667
ADRA2B	0.766666666666667
LOC90835	-0.150875
PCF11	-0.86475
LOC400451	-0.78025
GLTSCR1	1.1719
C17orf88	-0.09
CDH16	5.5785
FGF7	0.214285714285714
PCSK4	1.27283333333333
NPC1L1	0.980333333333333
TAT	-0.152857142857143
TBCA	-0.0525
MGC33407	-0.0545
GPR115	-1.606125
CYGB	0.244
FNBP4	-1.00466666666667
C12orf43	-0.34125
CBL	-0.0561
CLECL1	1.83125
PPAPDC1A	-1.1745
WDR25	-0.347833333333333
SGCA	1.801
C22orf29	-0.923
YIPF1	0.50025
GALK2	0.623
RAB3B	-3.37158333333333
LOC440087	-0.503
UCP1	-0.539
REEP5	1.171375
FADD	-1.042
FOXA1	-6.41575
CACNA1A	0.2765
ABI1	-0.0891666666666667
GRIN2D	2.59
SLC1A4	-1.105
LOC401127	-1.693
HINT2	0.26775
PLD4	1.7495
ZNF286A	-1.28675
ENY2	-0.3215
IL1F6	0.0455
PXDNL	3.5145
C20orf79	0.584
TNFSF13B	4.469
DENND3	1.1745
JARID1D	1.47225
HIST1H2AK	-0.159125
LOC93349	0.5874
SSH1	-0.2889
ENSA	-0.71825
LOC219854	0.0518333333333333
CKAP2	-0.8239
DKFZP564J102	2.99416666666667
MGC87315	-0.0666666666666667
HNRPAB	-1.89925
AMH	0.4765
ZNF526	1.063
BRUNOL5	-0.8304
CACNG3	-0.168666666666667
TRPM1	-1.9
PPP2R1A	0.00375000000000002
COL2A1	-1.644
DDN	-0.179333333333333
FLJ25770	1.65441666666667
HK2	-0.113857142857143
ELOVL6	-2.418
MDK	-0.83375
EPHX1	-0.06
RASSF2	1.466875
DKFZP434B0335	-0.07975
DLX3	-0.80875
PRTN3	-0.8785
AVPR1A	-0.2705
C21orf125	-1.991
TNFAIP8	1.622
GNB2L1	-0.09
CALCRL	4.20375
SCGB2A2	-0.831333333333333
UBXD7	-0.7795
ZNF674	-1.992
TMEM35	-0.782625
BRSK2	-0.813
HECTD3	-0.236666666666667
TMEM188	-0.0440833333333333
LGALS9	2.586375
SCARB2	0.185583333333333
USP34	-0.638416666666667
C17orf28	-0.807666666666667
ZDHHC23	-0.92975
AQP12B	0.382
SLC16A3	0.4335
APLP2	0.204375
ITIH2	-4.2225
MICAL3	1.030125
TNNI3K	1.5352
HDAC2	-0.516375
PRR7	0.4942
THBS2	-1.812
LOC751071	-1.16216666666667
CA2	3.04116666666667
RANBP17	-1.07625
RLN3	0.38075
CRYZ	2.07666666666667
GBAS	-0.675666666666667
TAS1R1	-0.41
MPZL3	0.4885
PCDH8	-2.659
HSP90B1	0.800916666666667
KCNK15	-0.8465
TNIP2	-1.21983333333333
GPR146	1.081
NOL6	-0.36225
SPC25	-3.68455555555556
STEAP2	2.24742857142857
VAMP3	-0.3485
TCIRG1	0.88425
ZP4	0.0591666666666667
PARL	-0.116625
TRIM39	-0.363166666666667
KIAA1305	0.55775
CRNN	0.485833333333333
GRN	0.528
HSH2D	-1.1515
SCAMP1	0.138125
KIAA1913	3.5695
PTS	-0.25625
BANP	-0.454571428571429
PRKACG	-0.22625
ADCY6	-0.905666666666667
C16orf46	2.596
CYP51A1	-0.323625
DDC	4.718
ANPEP	2.59516666666667
PROM1	-0.674333333333333
SIGLEC10	2.4485
COPG	0.3195
FAM26E	0.51925
TRIP4	0.373
SNX3	0.760166666666667
C1orf175	1.6995
PPY2	-0.24625
C14orf152	-0.08325
FTSJ1	-1.29583333333333
DST	-0.16645
LOC554235	0.5275
GLRX5	-0.71125
C20orf12	1.5809
CAB39	-0.0601666666666667
MSH2	-2.15533333333333
PIP4K2C	0.857875
CYLD	1.289875
WTAP	0.7144375
MGAT4A	1.64333333333333
TSC22D4	-0.4968
CHRM2	-1.059
PPYR1	0.875
CCNH	-0.573333333333333
RRM1	-1.8885
ECAT8	-3.07
LOC400120	-0.46325
GABRA4	0.212714285714286
C14orf4	1.26866666666667
C1orf59	-1.35825
CTDSPL	-0.205166666666667
NHEDC2	-1.702
PDE11A	0.889533333333333
KLHL29	0.5565
CD5	0.6852
TSPAN9	2.04525
WDR67	-1.112
THUMPD1	0.3763
C18orf17	-0.744
CLYBL	1.96316666666667
FLJ13231	-0.11975
CMBL	3.37725
LECT2	0.24175
NKAPL	3.0565
LOC654780	0.6785
OR4C6	-1.239
RAB30	-1.653
TSSK4	-0.366
TMEM163	-0.39
OSBPL11	2.02375
GNB5	-0.660333333333333
CCL21	0.84075
C1orf121	-0.0645
FMO2	4.7925
RPTN	-0.7325
MSTN	1.879
VCL	-1.27314285714286
FYTTD1	-0.112
C11orf1	0.86375
CCDC88C	0.19875
HFE	0.400277777777778
MOGAT1	0.9685
FAM125B	-0.937833333333333
IRGQ	0.247
RAVER2	0.94775
AKAP5	-2.3005
SSSCA1	-0.47375
C11orf63	-0.61375
ACTG2	-0.165
PORCN	-1.552
DTL	-2.81990909090909
TMEM151	0.952
FAM122C	-0.4045
RSAD2	2.1287
BAT4	-0.3265
KRTDAP	-3.41483333333333
MYH8	1.68875
CRTC3	-0.06925
LRRFIP2	-0.2009
INTS4	-0.657166666666667
TTN	-0.242166666666667
SLC26A5	-1.0435
PLLP	-0.03
RGS6	-0.929125
SRGAP3	0.39675
ZNF525	0.196333333333333
NBR2	-1.31016666666667
C13orf1	1.0976
ZNF137	0.7105
CEP27	-1.832
BEST2	0.408
RNF121	-0.09275
DMRTC2	0.70225
C8orf76	-0.7155
BCCIP	-1.180625
MEST	-3.8535
HTRA2	-0.088
ANGPTL2	1.4745
ILKAP	-0.568333333333333
ERAS	0.094
HBS1L	-0.31875
CPA5	-0.1215
TMEM30A	0.293166666666667
CD300LF	3.83966666666667
WISP3	-0.4095
CRK	-0.117785714285714
PDS5A	-0.737
BRPF3	0.255666666666667
NEDD9	0.8035
SMPDL3B	0.58325
PSG6	-1.535
PSMD13	-0.76725
ETV5	-1.04875
OR51A4	-0.138
BTBD7	0.962
GSTO1	-0.19475
hCG_16001	0.746
MAD2L1BP	0.0251666666666667
COX6A2	2.8195
SCNN1A	-1.158
LSM1	-0.236
UGT2B11	4.25625
IDUA	0.53825
PPP2R3C	-0.342
COX11	-0.661
PDZK1	3.67475
ZNF443	-0.2465
MGC21874	0.138
ZNF323	0.6127
KRTAP10-10	0.662
CXCL6	5.8565
SLC34A2	2.588
LOC284402	0.4165
NPTN	0.751833333333333
UPP1	0.0124166666666667
SLC6A9	-0.2495
OR7G3	-0.458
CISD1	1.09233333333333
ZNF545	-0.143833333333333
SYT14	-0.2275
NT5C3L	0.518166666666667
ZNHIT3	-0.389666666666667
SNRPD3	-0.3215
KIAA0701	0.28075
UNC93B1	0.900166666666667
GMNN	-1.8385
SPCS2	0.168
LOC388524	-0.7215
NAPRT1	1.305875
PNLIPRP1	-1.19575
OR6V1	1.321
PRKAB1	1.2125
EYA4	-1.67983333333333
KIF20A	-2.343
ALG10	-0.05575
ITPKC	0.624833333333333
LMX1B	-0.0903333333333333
RPUSD4	-0.538666666666667
C7orf34	0.0795
DLGAP2	0.496625
PFN1	-0.4892
MICALL2	-0.22475
ZNF654	0.756
SS18L1	-1.470875
SLC16A8	0.4005
MKI67IP	-0.386666666666667
ITGB3	0.308625
TCEA3	3.58633333333333
CEP152	-1.7424375
CLIP1	0.686625
ZNF75	0.2576875
ATP5C1	-0.503166666666667
NUDT5	-0.855333333333333
PSCDBP	1.94625
UBP1	-1.20525
RBM27	-0.8885
C13orf15	4.65025
ZNF282	-0.923333333333333
ZNF222	0.0238
COL10A1	-0.26525
PRDM15	-0.714125
TTTY5	-0.1145
FAM9C	-0.432818181818182
C20orf67	0.153
GNG13	-0.5725
F12	1.38975
C1orf41	-1.0095
CPXCR1	0.7305
GSK3A	-0.11675
SUPT6H	-0.4665
PI16	-1.33483333333333
ELL2	-0.23525
C9orf167	-0.181333333333333
PVRL3	-1.2045
FLJ38596	0.2635
ADAM20	0.15725
GPR89A	0.952
GPR87	-4.1285
ZNF30	-0.2715
SMR3B	0.51725
ZNF770	0.524
TRPC4AP	-0.828833333333333
DKFZP686E2158	0.647166666666667
C2orf28	0.563833333333333
FREM1	-1.53316666666667
LAMA4	0.660833333333333
ADPRHL2	0.51675
EIF4G2	-0.0143333333333333
GUCA1A	-0.527
CTNNA2	-2.091875
NUDT15	-0.765166666666667
CEPT1	-0.178666666666667
ZNFX1	0.3299
CCDC92	0.87325
TDRD1	-0.701
KCNK5	0.366666666666667
ETNK1	-0.556666666666667
LTA	1.1735
TTPA	-1.409
B3GALNT2	-0.64625
SC65	-0.7585
PEX5L	-1.56385714285714
EPS15L1	-0.61175
MGEA5	0.4105
HIST1H3A	0.039
ING1	0.001
BCAT1	-2.3765
ORC6L	-3.41909090909091
KLK11	-3.9195
C19orf28	-0.714875
DNER	-2.15025
MED22	-1.20971428571429
ETV6	0.658916666666667
CHAC2	-2.25525
CD300E	0.155
CEBPB	0.0131666666666667
ZNF398	-0.439
LRCH3	-0.19
HMGA1	-1.81883333333333
